,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max_Temp,Wind_Speed
683,Castro,0,CL,09/04/19,46,-42.48,-73.76,47.030000000000044,2.22
684,Caravelas,62,BR,09/04/19,72,-17.73,-39.27,77.63000000000005,6.06
685,Carnarvon,12,ZA,09/04/19,18,-30.97,22.13,61.610000000000085,6.01
686,Mataura,100,NZ,09/04/19,96,-46.19,168.86,46.004000000000055,1.73
687,Lagoa,20,PT,09/04/19,74,37.14,-8.45,82.99400000000009,3.6
688,Saskylakh,84,RU,09/04/19,84,71.97,114.09,31.73000000000004,4.89
689,Carnarvon,12,ZA,09/04/19,18,-30.97,22.13,61.610000000000085,6.01
690,Ponta do Sol,0,BR,09/04/19,21,-20.63,-46.0,91.49000000000002,2.54
691,Pevek,0,RU,09/04/19,78,69.7,170.27,38.75,3.46
692,Sumenep,64,ID,09/04/19,89,-7.02,113.87,72.41000000000008,4.91
693,Omsukchan,93,RU,09/04/19,87,62.53,155.8,39.29000000000002,3.24
694,Albany,90,US,09/04/19,73,42.65,-73.75,78.99800000000002,6.2
695,Rikitea,95,PF,09/04/19,71,-23.12,-134.97,72.95,3.31
696,Antofagasta,60,CL,09/04/19,78,-23.65,-70.4,56.21000000000008,4.87
697,Fortuna,1,US,09/04/19,72,40.6,-124.16,73.00400000000005,2.6
698,Tiarei,75,PF,09/04/19,78,-17.53,-149.33,78.80000000000001,1.0
699,Buin,100,CL,09/04/19,41,-33.73,-70.74,71.99600000000005,2.58
700,Pochutla,5,MX,09/04/19,59,15.74,-96.47,91.99400000000009,2.55
701,Punta Arenas,75,CL,09/04/19,69,-53.16,-70.91,39.00200000000008,2.24
702,Mpika,0,ZM,09/04/19,42,-11.84,31.4,65.75,3.17
703,Moussoro,74,TD,09/04/19,44,13.64,16.49,90.41000000000008,5.46
704,Nicoya,20,CR,09/04/19,58,10.15,-85.45,87.80000000000001,3.1
705,Namibe,99,AO,09/04/19,83,-15.19,12.15,65.03000000000004,3.82
706,Chokurdakh,35,RU,09/04/19,71,70.62,147.9,40.37000000000006,3.05
707,Atuona,74,PF,09/04/19,74,-9.8,-139.03,78.53000000000004,3.92
708,Hithadhoo,49,MV,09/04/19,77,-0.6,73.08,83.75,7.1
709,Saldanha,1,PT,09/04/19,25,41.42,-6.55,85.01000000000008,5.14
710,Cabo San Lucas,5,MX,09/04/19,58,22.89,-109.91,93.00200000000008,3.1
711,Ilulissat,75,GL,09/04/19,61,69.22,-51.1,46.4,2.1
712,Huarmey,82,PE,09/04/19,88,-10.07,-78.15,60.89000000000002,3.61
713,Leh,0,IN,09/04/19,29,34.16,77.58,50.99000000000002,2.48
714,Avarua,79,CK,09/04/19,68,-21.21,-159.78,71.6,6.2
715,Torbay,75,CA,09/04/19,77,47.66,-52.73,71.00600000000003,4.1
716,Xiangxiang,17,CN,09/04/19,85,27.73,112.52,70.61000000000008,2.33
717,Namatanai,100,PG,09/04/19,87,-3.66,152.44,77.09000000000003,6.42
718,Kapaa,40,US,09/04/19,74,22.08,-159.32,82.4,5.1
719,Mataura,100,NZ,09/04/19,96,-46.19,168.86,46.004000000000055,1.73
720,Rikitea,95,PF,09/04/19,71,-23.12,-134.97,72.95,3.31
721,Castro,0,CL,09/04/19,46,-42.48,-73.76,47.030000000000044,2.22
722,Ushuaia,0,AR,09/04/19,60,-54.81,-68.31,41.0,10.8
723,Busselton,79,AU,09/04/19,65,-33.64,115.35,39.00200000000008,5.12
724,Komsomolskiy,20,RU,09/04/19,84,67.55,63.78,49.73000000000005,3.19
725,Abonnema,82,NG,09/04/19,86,4.71,6.79,77.45,4.34
726,Ordubad,40,AZ,09/04/19,36,38.91,46.02,77.0,5.1
727,Rio Gallegos,40,AR,09/04/19,52,-51.62,-69.22,44.6,4.6
728,Rikitea,95,PF,09/04/19,71,-23.12,-134.97,72.95,3.31
729,Yanam,100,IN,09/04/19,90,16.73,82.22,76.19000000000003,6.22
730,Srivardhan,100,IN,09/04/19,90,18.03,73.02,77.45,6.74
731,Tuktoyaktuk,75,CA,09/04/19,87,69.44,-133.03,46.4,2.1
732,Arraial do Cabo,75,BR,09/04/19,88,-22.97,-42.02,73.4,7.7
733,Daru,60,PG,09/04/19,79,-9.07,143.21,72.23000000000005,3.38
734,Mahebourg,75,MU,09/04/19,83,-20.41,57.7,71.99600000000005,5.7
735,Ushuaia,0,AR,09/04/19,60,-54.81,-68.31,41.0,10.8
736,Taltal,3,CL,09/04/19,58,-25.41,-70.49,58.91000000000008,2.9
737,Jamestown,13,AU,09/04/19,60,-33.21,138.6,54.77000000000007,3.61
738,Pitkyaranta,0,RU,09/04/19,74,61.57,31.48,61.610000000000085,5.57
739,Flinders,0,AU,09/04/19,87,-34.58,150.85,60.998000000000026,3.6
740,Port Elizabeth,20,US,09/04/19,62,39.31,-74.98,91.99400000000009,5.1
741,Punta Arenas,75,CL,09/04/19,69,-53.16,-70.91,39.00200000000008,2.24
742,Mataura,100,NZ,09/04/19,96,-46.19,168.86,46.004000000000055,1.73
743,Yellowknife,75,CA,09/04/19,66,62.45,-114.38,51.8,5.1
744,Cape Town,20,ZA,09/04/19,77,-33.93,18.42,60.00800000000001,10.3
745,Lebu,75,ET,09/04/19,88,8.96,38.73,62.6,1.5
746,Busselton,79,AU,09/04/19,65,-33.64,115.35,39.00200000000008,5.12
747,Ushuaia,0,AR,09/04/19,60,-54.81,-68.31,41.0,10.8
748,Arraial do Cabo,75,BR,09/04/19,88,-22.97,-42.02,73.4,7.7
749,Pinawa,99,CA,09/04/19,59,50.15,-95.88,64.31000000000009,4.61
750,Butaritari,95,KI,09/04/19,74,3.07,172.79,83.2100000000001,2.43
751,Jamestown,13,AU,09/04/19,60,-33.21,138.6,54.77000000000007,3.61
752,Beringovskiy,100,RU,09/04/19,95,63.05,179.32,42.17000000000006,1.45
753,Hilo,90,US,09/04/19,88,19.71,-155.08,73.4,3.6
754,Vila Velha,20,BR,09/04/19,62,-3.71,-38.6,86.0,8.2
755,Atuona,74,PF,09/04/19,74,-9.8,-139.03,78.53000000000004,3.92
756,Kotelnich,4,RU,09/04/19,84,58.31,48.34,50.63000000000004,1.99
757,Harper,40,US,09/04/19,38,30.3,-99.24,91.4,4.6
758,Bathsheba,20,BB,09/04/19,70,13.22,-59.52,87.80000000000001,6.7
759,Bluff,0,AU,09/04/19,28,-23.58,149.07,60.71000000000008,1.52
760,Avera,40,US,09/04/19,58,33.19,-82.53,91.99400000000009,4.1
761,Tuktoyaktuk,75,CA,09/04/19,87,69.44,-133.03,46.4,2.1
762,Tura,72,RU,09/04/19,91,64.27,100.22,43.25,1.89
763,Ushuaia,0,AR,09/04/19,60,-54.81,-68.31,41.0,10.8
764,Guerrero Negro,0,MX,09/04/19,82,27.97,-114.04,72.23000000000005,3.31
765,Rikitea,95,PF,09/04/19,71,-23.12,-134.97,72.95,3.31
766,Bredasdorp,65,ZA,09/04/19,81,-34.53,20.04,57.00200000000008,2.1
767,Vaini,100,IN,09/04/19,94,15.34,74.49,75.29000000000002,1.98
768,Syracuse,40,US,09/04/19,69,43.05,-76.15,75.2,2.6
769,Uspenka,67,UA,09/04/19,38,48.39,39.16,76.19000000000003,3.66
770,Maceio,40,BR,09/04/19,69,-9.67,-35.74,80.6,3.1
771,Bluff,0,AU,09/04/19,28,-23.58,149.07,60.71000000000008,1.52
772,Punta Arenas,75,CL,09/04/19,69,-53.16,-70.91,39.00200000000008,2.24
773,Cape Town,20,ZA,09/04/19,77,-33.93,18.42,60.00800000000001,10.3
774,Ushuaia,0,AR,09/04/19,60,-54.81,-68.31,41.0,10.8
775,Rikitea,95,PF,09/04/19,71,-23.12,-134.97,72.95,3.31
776,Ushuaia,0,AR,09/04/19,60,-54.81,-68.31,41.0,10.8
777,Hermanus,23,ZA,09/04/19,82,-34.42,19.24,57.992,0.89
778,Busselton,79,AU,09/04/19,65,-33.64,115.35,39.00200000000008,5.12
779,Te Anau,100,NZ,09/04/19,85,-45.41,167.72,40.91000000000008,0.46
780,Qaanaaq,34,GL,09/04/19,45,77.48,-69.36,34.25,2.0
781,Bredasdorp,65,ZA,09/04/19,81,-34.53,20.04,57.00200000000008,2.1
782,Dikson,100,RU,09/04/19,98,73.51,80.55,43.25,8.45
783,Bluff,0,AU,09/04/19,28,-23.58,149.07,60.71000000000008,1.52
784,Yellowknife,75,CA,09/04/19,66,62.45,-114.38,51.8,5.1
785,Albany,90,US,09/04/19,73,42.65,-73.75,78.99800000000002,6.2
786,Punta Arenas,75,CL,09/04/19,69,-53.16,-70.91,39.00200000000008,2.24
787,Rikitea,95,PF,09/04/19,71,-23.12,-134.97,72.95,3.31
788,Souillac,0,FR,09/04/19,64,45.6,-0.6,73.4,8.2
789,Road Town,20,VG,09/04/19,59,18.42,-64.62,89.6,4.6
790,Broken Hill,0,AU,09/04/19,11,-31.97,141.45,64.4,2.6
791,Tuatapere,100,NZ,09/04/19,96,-46.13,167.69,46.004000000000055,1.83
792,Busselton,79,AU,09/04/19,65,-33.64,115.35,39.00200000000008,5.12
793,Cabo San Lucas,5,MX,09/04/19,58,22.89,-109.91,93.00200000000008,3.1
794,Carutapera,100,BR,09/04/19,70,-1.2,-46.02,83.03000000000004,5.12
795,Nieuw Amsterdam,40,SR,09/04/19,47,5.88,-55.08,95.0,1.0
796,Rikitea,95,PF,09/04/19,71,-23.12,-134.97,72.95,3.31
797,Kloulklubed,90,PW,09/04/19,88,7.04,134.26,77.0,3.1
798,Jamestown,13,AU,09/04/19,60,-33.21,138.6,54.77000000000007,3.61
799,Salamiyah,0,SY,09/04/19,76,35.01,37.05,70.79000000000002,4.78
800,Grindavik,90,IS,09/04/19,100,63.84,-22.43,50.0,3.6
801,Hermanus,23,ZA,09/04/19,82,-34.42,19.24,57.992,0.89
802,Ushuaia,0,AR,09/04/19,60,-54.81,-68.31,41.0,10.8
803,Busselton,79,AU,09/04/19,65,-33.64,115.35,39.00200000000008,5.12
804,Hofn,20,IS,09/04/19,46,64.25,-15.21,53.6,3.1
805,Cherskiy,14,RU,09/04/19,61,68.75,161.3,39.110000000000085,2.72
806,Busselton,79,AU,09/04/19,65,-33.64,115.35,39.00200000000008,5.12
807,Bluff,0,AU,09/04/19,28,-23.58,149.07,60.71000000000008,1.52
808,Albany,90,US,09/04/19,73,42.65,-73.75,78.99800000000002,6.2
809,Rikitea,95,PF,09/04/19,71,-23.12,-134.97,72.95,3.31
810,Ushuaia,0,AR,09/04/19,60,-54.81,-68.31,41.0,10.8
811,Namatanai,100,PG,09/04/19,87,-3.66,152.44,77.09000000000003,6.42
812,San Cristobal,40,HN,09/04/19,66,14.68,-86.92,91.4,2.6
813,Santa Marinella,0,IT,09/04/19,61,42.04,11.87,80.6,4.1
814,Avarua,79,CK,09/04/19,68,-21.21,-159.78,71.6,6.2
815,Luanda,0,AO,09/04/19,78,-8.83,13.24,75.2,3.6
816,Rikitea,95,PF,09/04/19,71,-23.12,-134.97,72.95,3.31
817,Mar del Plata,0,AR,09/04/19,39,-46.43,-67.52,38.39000000000002,2.07
818,Vestmannaeyjar,90,IS,09/04/19,100,63.44,-20.27,50.0,3.1
819,Rikitea,95,PF,09/04/19,71,-23.12,-134.97,72.95,3.31
820,Kodiak,1,US,09/04/19,60,39.95,-94.76,78.00800000000001,2.1
821,Rabo de Peixe,20,PT,09/04/19,64,37.8,-25.58,73.4,7.2
822,Busselton,79,AU,09/04/19,65,-33.64,115.35,39.00200000000008,5.12
823,New Norfolk,29,AU,09/04/19,97,-42.78,147.06,46.004000000000055,2.6
824,New Norfolk,29,AU,09/04/19,97,-42.78,147.06,46.004000000000055,2.6
825,Jamestown,13,AU,09/04/19,60,-33.21,138.6,54.77000000000007,3.61
826,Mataura,100,NZ,09/04/19,96,-46.19,168.86,46.004000000000055,1.73
827,Busselton,79,AU,09/04/19,65,-33.64,115.35,39.00200000000008,5.12
828,Kingaroy,0,AU,09/04/19,60,-26.54,151.84,42.8,1.0
829,Port Elizabeth,20,US,09/04/19,62,39.31,-74.98,91.99400000000009,5.1
830,Ruidoso,1,US,09/04/19,33,33.33,-105.67,91.99400000000009,6.2
831,Upernavik,5,GL,09/04/19,80,72.79,-56.15,43.070000000000064,5.54
832,Rikitea,95,PF,09/04/19,71,-23.12,-134.97,72.95,3.31
833,Voh,41,NC,09/04/19,69,-20.95,164.69,68.81000000000009,7.32
834,Kahului,40,US,09/04/19,62,20.89,-156.47,84.2,5.1
835,Yellowknife,75,CA,09/04/19,66,62.45,-114.38,51.8,5.1
836,Vaini,100,IN,09/04/19,94,15.34,74.49,75.29000000000002,1.98
837,Bergen,75,NO,09/04/19,93,60.39,5.33,53.99600000000005,3.1
838,Hermanus,23,ZA,09/04/19,82,-34.42,19.24,57.992,0.89
839,Puerto Ayora,40,EC,09/04/19,65,-0.74,-90.35,78.80000000000001,9.8
840,Bredasdorp,65,ZA,09/04/19,81,-34.53,20.04,57.00200000000008,2.1
841,Kohila,40,EE,09/04/19,82,59.17,24.75,60.998000000000026,2.1
842,Poum,20,MK,09/04/19,49,41.28,20.71,69.80000000000001,2.1
843,Upernavik,5,GL,09/04/19,80,72.79,-56.15,43.070000000000064,5.54
844,Zhigansk,67,RU,09/04/19,75,66.77,123.37,37.13000000000004,3.32
845,Tasiilaq,75,GL,09/04/19,65,65.61,-37.64,44.6,10.8
846,Makakilo City,1,US,09/04/19,66,21.35,-158.09,84.2,1.5
847,Waddan,0,LY,09/04/19,31,29.16,16.14,85.01000000000008,3.88
848,Igarka,71,RU,09/04/19,85,67.47,86.57,43.610000000000085,2.47
849,Kuminskiy,99,RU,09/04/19,99,58.67,66.57,49.37000000000006,2.13
850,Esperance,75,AU,09/04/19,93,-33.86,121.89,44.6,3.6
851,Zhigansk,67,RU,09/04/19,75,66.77,123.37,37.13000000000004,3.32
852,Richards Bay,7,ZA,09/04/19,76,-28.77,32.06,69.7100000000001,8.06
853,Waipawa,100,NZ,09/04/19,96,-39.94,176.59,53.00600000000003,1.4
854,Chokurdakh,35,RU,09/04/19,71,70.62,147.9,40.37000000000006,3.05
855,Kapaa,40,US,09/04/19,74,22.08,-159.32,82.4,5.1
856,Soke,51,ML,09/04/19,61,13.6,-5.94,86.99000000000002,2.49
857,Port Alfred,95,ZA,09/04/19,93,-33.59,26.89,57.992,0.45
858,Ushuaia,0,AR,09/04/19,60,-54.81,-68.31,41.0,10.8
859,Puerto Ayora,40,EC,09/04/19,65,-0.74,-90.35,78.80000000000001,9.8
860,Ushuaia,0,AR,09/04/19,60,-54.81,-68.31,41.0,10.8
861,Honningsvag,40,NO,09/04/19,71,70.98,25.97,51.8,3.1
862,Mana,46,NG,09/04/19,43,13.03,5.27,91.85,3.35
863,Nome,40,US,09/04/19,41,30.04,-94.42,95.0,3.6
864,Kapaa,40,US,09/04/19,74,22.08,-159.32,82.4,5.1
865,Rikitea,95,PF,09/04/19,71,-23.12,-134.97,72.95,3.31
866,Hasaki,75,JP,09/04/19,83,35.73,140.83,73.4,1.5
867,Ushuaia,0,AR,09/04/19,60,-54.81,-68.31,41.0,10.8
868,Hobart,29,AU,09/04/19,97,-42.88,147.33,46.004000000000055,2.6
869,Bredasdorp,65,ZA,09/04/19,81,-34.53,20.04,57.00200000000008,2.1
870,Punta Arenas,75,CL,09/04/19,69,-53.16,-70.91,39.00200000000008,2.24
871,Ushuaia,0,AR,09/04/19,60,-54.81,-68.31,41.0,10.8
872,Vao,25,EE,09/04/19,93,59.1,26.19,54.95,2.69
873,Necochea,98,AR,09/04/19,72,-38.55,-58.74,48.992,4.92
874,Broken Hill,0,AU,09/04/19,11,-31.97,141.45,64.4,2.6
875,Amapa,75,HN,09/04/19,49,15.09,-87.97,93.2,1.5
876,Hermanus,23,ZA,09/04/19,82,-34.42,19.24,57.992,0.89
877,Ushuaia,0,AR,09/04/19,60,-54.81,-68.31,41.0,10.8
878,Bluff,0,AU,09/04/19,28,-23.58,149.07,60.71000000000008,1.52
879,Tiksi,100,RU,09/04/19,91,71.64,128.87,42.17000000000006,3.35
880,Barrow,85,AR,09/04/19,49,-38.31,-60.23,47.21000000000008,5.48
881,Sheltozero,97,RU,09/04/19,96,61.37,35.37,52.43000000000004,3.14
882,Auki,100,NG,09/04/19,61,12.18,6.51,84.65,2.76
883,Puerto Ayora,40,EC,09/04/19,65,-0.74,-90.35,78.80000000000001,9.8
884,Tiksi,100,RU,09/04/19,91,71.64,128.87,42.17000000000006,3.35
885,Yar-Sale,97,RU,09/04/19,87,66.83,70.83,52.79000000000002,3.2
886,Albany,90,US,09/04/19,73,42.65,-73.75,78.99800000000002,6.2
887,Mahebourg,75,MU,09/04/19,83,-20.41,57.7,71.99600000000005,5.7
888,Hanzhong,96,CN,09/04/19,95,33.08,107.03,64.31000000000009,0.43
889,Alofi,100,NU,09/04/19,100,-19.06,-169.92,73.4,5.1
890,Avarua,79,CK,09/04/19,68,-21.21,-159.78,71.6,6.2
891,Dubti,0,ET,09/04/19,21,11.74,41.09,102.83000000000004,2.22
892,New Norfolk,29,AU,09/04/19,97,-42.78,147.06,46.004000000000055,2.6
893,Yellowknife,75,CA,09/04/19,66,62.45,-114.38,51.8,5.1
894,Albany,90,US,09/04/19,73,42.65,-73.75,78.99800000000002,6.2
895,Nikolskoye,20,RU,09/04/19,72,59.7,30.79,62.99600000000005,3.0
896,Vydrino,39,RU,09/04/19,88,51.46,104.64,51.530000000000044,0.27
897,Ushuaia,0,AR,09/04/19,60,-54.81,-68.31,41.0,10.8
898,Westport,75,US,09/04/19,61,41.14,-73.36,82.99400000000009,7.2
899,Hammerfest,75,NO,09/04/19,71,70.66,23.68,51.8,4.6
900,Port Hardy,40,CA,09/04/19,82,50.7,-127.42,59.0,2.1
901,Kirsanov,0,RU,09/04/19,64,52.65,42.73,57.110000000000085,2.97
902,Tiksi,100,RU,09/04/19,91,71.64,128.87,42.17000000000006,3.35
903,Salas,40,PE,09/04/19,29,-6.27,-79.61,66.2,2.1
904,Norman Wells,75,CA,09/04/19,93,65.28,-126.83,48.2,1.19
905,Luis Correia,20,BR,09/04/19,62,-2.88,-41.67,87.80000000000001,8.7
906,Hithadhoo,49,MV,09/04/19,77,-0.6,73.08,83.75,7.1
907,Bredasdorp,65,ZA,09/04/19,81,-34.53,20.04,57.00200000000008,2.1
908,Miracema do Tocantins,0,BR,09/04/19,13,-9.56,-48.4,107.15,1.28
909,Carnarvon,12,ZA,09/04/19,18,-30.97,22.13,61.610000000000085,6.01
910,Rikitea,95,PF,09/04/19,71,-23.12,-134.97,72.95,3.31
911,Zhigansk,67,RU,09/04/19,75,66.77,123.37,37.13000000000004,3.32
912,Ponta do Sol,0,BR,09/04/19,21,-20.63,-46.0,91.49000000000002,2.54
913,Yellowknife,75,CA,09/04/19,66,62.45,-114.38,51.8,5.1
914,Tura,72,RU,09/04/19,91,64.27,100.22,43.25,1.89
915,Sobolevo,17,RU,09/04/19,88,54.43,31.9,53.150000000000006,1.86
916,Georgetown,75,GY,09/04/19,88,6.8,-58.16,82.4,5.1
917,Upernavik,5,GL,09/04/19,80,72.79,-56.15,43.070000000000064,5.54
918,Busselton,79,AU,09/04/19,65,-33.64,115.35,39.00200000000008,5.12
919,Ponta do Sol,0,BR,09/04/19,21,-20.63,-46.0,91.49000000000002,2.54
920,Dikson,100,RU,09/04/19,98,73.51,80.55,43.25,8.45
921,Kloulklubed,90,PW,09/04/19,88,7.04,134.26,77.0,3.1
922,Albany,90,US,09/04/19,73,42.65,-73.75,78.99800000000002,6.2
923,Gold Coast,0,AU,09/04/19,87,-28.0,153.41,55.99400000000007,1.0
924,Ushuaia,0,AR,09/04/19,60,-54.81,-68.31,41.0,10.8
925,Rome,0,IT,09/04/19,61,41.89,12.48,80.6,3.1
926,Guerrero Negro,0,MX,09/04/19,82,27.97,-114.04,72.23000000000005,3.31
927,Cabo San Lucas,5,MX,09/04/19,58,22.89,-109.91,93.00200000000008,3.1
928,Rikitea,95,PF,09/04/19,71,-23.12,-134.97,72.95,3.31
929,Amapa,75,HN,09/04/19,49,15.09,-87.97,93.2,1.5
930,Altamont,1,CA,09/04/19,49,49.4,-98.5,71.99600000000005,5.7
931,Hermanus,23,ZA,09/04/19,82,-34.42,19.24,57.992,0.89
932,Kilindoni,2,TZ,09/04/19,80,-7.91,39.67,78.17000000000007,8.15
933,Saldanha,1,PT,09/04/19,25,41.42,-6.55,85.01000000000008,5.14
934,Saint George,0,GR,09/04/19,44,39.45,22.34,78.80000000000001,1.0
935,Port Elizabeth,20,US,09/04/19,62,39.31,-74.98,91.99400000000009,5.1
936,Ormara,36,PK,09/04/19,81,25.21,64.64,82.31000000000009,5.62
937,Rocky Mountain House,19,CA,09/04/19,53,52.38,-114.92,69.89000000000001,4.22
938,Fredericton,100,CA,09/04/19,56,45.97,-66.65,75.00200000000008,2.24
939,Nanortalik,95,GL,09/04/19,80,60.14,-45.24,43.070000000000064,4.51
940,Ushuaia,0,AR,09/04/19,60,-54.81,-68.31,41.0,10.8
941,Rikitea,95,PF,09/04/19,71,-23.12,-134.97,72.95,3.31
942,Avarua,79,CK,09/04/19,68,-21.21,-159.78,71.6,6.2
943,Elbistan,0,TR,09/04/19,27,38.2,37.19,65.39000000000001,5.05
944,Dikson,100,RU,09/04/19,98,73.51,80.55,43.25,8.45
945,Mackenzie,90,CA,09/04/19,76,55.34,-123.09,57.2,2.1
946,Kruisfontein,99,ZA,09/04/19,85,-34.0,24.73,54.95,1.32
947,Pevek,0,RU,09/04/19,78,69.7,170.27,38.75,3.46
948,Vila Velha,20,BR,09/04/19,62,-3.71,-38.6,86.0,8.2
949,Rikitea,95,PF,09/04/19,71,-23.12,-134.97,72.95,3.31
950,Wanaka,100,NZ,09/04/19,89,-44.7,169.14,31.910000000000082,0.95
951,Barrow,85,AR,09/04/19,49,-38.31,-60.23,47.21000000000008,5.48
952,Port Hardy,40,CA,09/04/19,82,50.7,-127.42,59.0,2.1
953,Puerto Ayora,40,EC,09/04/19,65,-0.74,-90.35,78.80000000000001,9.8
954,Punta Arenas,75,CL,09/04/19,69,-53.16,-70.91,39.00200000000008,2.24
955,Maumere,52,ID,09/04/19,68,-8.63,122.22,71.69000000000003,2.29
956,Hambantota,100,LK,09/04/19,80,6.12,81.12,82.13000000000005,7.42
957,Tuktoyaktuk,75,CA,09/04/19,87,69.44,-133.03,46.4,2.1
958,Yellowknife,75,CA,09/04/19,66,62.45,-114.38,51.8,5.1
959,Lagoa,20,PT,09/04/19,74,37.14,-8.45,82.99400000000009,3.6
960,Thompson,40,CA,09/04/19,61,55.74,-97.86,48.2,2.6
961,Busselton,79,AU,09/04/19,65,-33.64,115.35,39.00200000000008,5.12
962,Cape Town,20,ZA,09/04/19,77,-33.93,18.42,60.00800000000001,10.3
963,Rikitea,95,PF,09/04/19,71,-23.12,-134.97,72.95,3.31
964,Hobart,29,AU,09/04/19,97,-42.88,147.33,46.004000000000055,2.6
965,Busselton,79,AU,09/04/19,65,-33.64,115.35,39.00200000000008,5.12
966,Ineu,0,RO,09/04/19,49,46.43,21.84,69.99800000000002,1.5
967,Airai,97,TL,09/04/19,86,-8.93,125.41,66.11000000000008,2.15
968,Punta Arenas,75,CL,09/04/19,69,-53.16,-70.91,39.00200000000008,2.24
969,Busselton,79,AU,09/04/19,65,-33.64,115.35,39.00200000000008,5.12
970,Rikitea,95,PF,09/04/19,71,-23.12,-134.97,72.95,3.31
971,Ribeira Grande,20,PT,09/04/19,64,38.52,-28.7,75.2,8.2
972,Ponta do Sol,0,BR,09/04/19,21,-20.63,-46.0,91.49000000000002,2.54
973,Nilanga,100,IN,09/04/19,94,18.12,76.75,71.51000000000008,9.21
974,New Norfolk,29,AU,09/04/19,97,-42.78,147.06,46.004000000000055,2.6
975,Bredasdorp,65,ZA,09/04/19,81,-34.53,20.04,57.00200000000008,2.1
976,Comodoro Rivadavia,0,AR,09/04/19,45,-45.87,-67.48,42.8,3.1
977,Ushuaia,0,AR,09/04/19,60,-54.81,-68.31,41.0,10.8
978,Constitucion,40,MX,09/04/19,55,23.99,-104.67,68.0,2.6
979,Kodiak,1,US,09/04/19,60,39.95,-94.76,78.00800000000001,2.1
980,Aklavik,90,CA,09/04/19,100,68.22,-135.01,50.0,2.1
981,Saint-Paul,0,FR,09/04/19,33,45.22,1.9,73.99400000000009,3.6
982,Hermanus,23,ZA,09/04/19,82,-34.42,19.24,57.992,0.89
983,Rikitea,95,PF,09/04/19,71,-23.12,-134.97,72.95,3.31
984,Coruripe,29,BR,09/04/19,70,-10.12,-36.18,78.89000000000001,5.48
985,Jamestown,13,AU,09/04/19,60,-33.21,138.6,54.77000000000007,3.61
986,Hualmay,83,PE,09/04/19,86,-11.1,-77.61,61.070000000000064,3.88
987,Lebu,75,ET,09/04/19,88,8.96,38.73,62.6,1.5
988,Keti Bandar,90,PK,09/04/19,85,24.14,67.45,83.57000000000006,6.78
989,Riobamba,75,EC,09/04/19,55,-1.67,-78.65,84.2,5.1
990,Faya,40,SA,09/04/19,47,18.39,42.45,78.80000000000001,2.1
991,Hilo,90,US,09/04/19,88,19.71,-155.08,73.4,3.6
992,Upernavik,5,GL,09/04/19,80,72.79,-56.15,43.070000000000064,5.54
993,Soligalich,36,RU,09/04/19,91,59.08,42.29,51.89000000000002,2.7
994,Bathsheba,20,BB,09/04/19,70,13.22,-59.52,87.80000000000001,6.7
995,Hilo,90,US,09/04/19,88,19.71,-155.08,73.4,3.6
996,Jamestown,13,AU,09/04/19,60,-33.21,138.6,54.77000000000007,3.61
997,Cherskiy,14,RU,09/04/19,61,68.75,161.3,39.110000000000085,2.72
998,Kahului,40,US,09/04/19,62,20.89,-156.47,84.2,5.1
999,Narsaq,75,GL,09/04/19,87,60.91,-46.05,48.2,4.1
1000,Sinnamary,94,GF,09/04/19,76,5.38,-52.96,82.31000000000009,8.84
1001,Hobart,29,AU,09/04/19,97,-42.88,147.33,46.004000000000055,2.6
1002,Khatanga,15,RU,09/04/19,74,71.98,102.47,30.11000000000008,1.75
1003,Daru,60,PG,09/04/19,79,-9.07,143.21,72.23000000000005,3.38
1004,Ribeira Grande,20,PT,09/04/19,64,38.52,-28.7,75.2,8.2
1005,Saskylakh,84,RU,09/04/19,84,71.97,114.09,31.73000000000004,4.89
1006,Provideniya,100,RU,09/04/19,92,64.42,-173.23,44.69000000000002,4.82
1007,Bredasdorp,65,ZA,09/04/19,81,-34.53,20.04,57.00200000000008,2.1
1008,Auki,100,NG,09/04/19,61,12.18,6.51,84.65,2.76
1009,Egra,100,IN,09/04/19,89,21.9,87.54,81.41000000000008,2.81
1010,Ushuaia,0,AR,09/04/19,60,-54.81,-68.31,41.0,10.8
1011,Barrow,85,AR,09/04/19,49,-38.31,-60.23,47.21000000000008,5.48
1012,Hilo,90,US,09/04/19,88,19.71,-155.08,73.4,3.6
1013,Barrow,85,AR,09/04/19,49,-38.31,-60.23,47.21000000000008,5.48
1014,Saldanha,1,PT,09/04/19,25,41.42,-6.55,85.01000000000008,5.14
1015,Koumac,47,NC,09/04/19,69,-20.56,164.28,69.17000000000007,8.69
1016,Lorengau,94,PG,09/04/19,87,-2.02,147.27,78.53000000000004,5.14
1017,Busselton,79,AU,09/04/19,65,-33.64,115.35,39.00200000000008,5.12
1018,Mataura,100,NZ,09/04/19,96,-46.19,168.86,46.004000000000055,1.73
1019,Brae,75,GB,09/04/19,81,60.4,-1.35,50.0,10.3
1020,Rikitea,95,PF,09/04/19,71,-23.12,-134.97,72.95,3.31
1021,Mataura,100,NZ,09/04/19,96,-46.19,168.86,46.004000000000055,1.73
1022,Punta Arenas,75,CL,09/04/19,69,-53.16,-70.91,39.00200000000008,2.24
1023,Uruacu,0,BR,09/04/19,10,-14.52,-49.14,103.73000000000005,2.5
