API Call Date, API Call Time,  Running Count, City Name, Return Code
2019-09-04,13:00:54.935574,552,mataura,200
2019-09-04,13:00:55.048512,553,harper,200
2019-09-04,13:00:55.177362,554,saskylakh,200
2019-09-04,13:00:55.291873,555,karpogory,200
2019-09-04,13:00:55.512815,556,dikson,200
2019-09-04,13:00:55.628669,557,kapaa,200
2019-09-04,13:00:55.747282,558,tura,200
2019-09-04,13:00:55.965981,559,ostrovnoy,200
2019-09-04,13:00:56.183496,560,barentsburg,404
2019-09-04,13:00:56.319304,561,mataura,200
2019-09-04,13:00:56.433230,562,attawapiskat,404
2019-09-04,13:00:56.558839,563,uwayl,404
2019-09-04,13:00:56.718594,564,marcona,404
2019-09-04,13:00:56.856411,565,lorengau,200
2019-09-04,13:00:56.971144,566,fortuna,200
2019-09-04,13:00:57.089990,567,katsuura,200
2019-09-04,13:00:57.312739,568,constitucion,200
2019-09-04,13:00:57.453073,569,puerto ayora,200
2019-09-04,13:00:57.568184,570,ponta do sol,200
2019-09-04,13:00:57.689460,571,georgetown,200
2019-09-04,13:00:57.818133,572,saskylakh,200
2019-09-04,13:00:57.940135,573,hermanus,200
2019-09-04,13:00:58.078478,574,xuanzhou,200
2019-09-04,13:00:58.311744,575,hermanus,200
2019-09-04,13:00:58.437039,576,ucluelet,200
2019-09-04,13:00:58.553131,577,rikitea,200
2019-09-04,13:00:58.671204,578,cape town,200
2019-09-04,13:00:58.795221,579,cape town,200
2019-09-04,13:00:58.905944,580,kapaa,200
2019-09-04,13:00:59.039596,581,hermanus,200
2019-09-04,13:00:59.151042,582,khatanga,200
2019-09-04,13:00:59.280029,583,barentsburg,404
2019-09-04,13:00:59.388253,584,tasiilaq,200
2019-09-04,13:00:59.514343,585,kahului,200
2019-09-04,13:00:59.623629,586,illoqqortoormiut,404
2019-09-04,13:00:59.760216,587,rikitea,200
2019-09-04,13:00:59.872876,588,jamestown,200
2019-09-04,13:01:00.001046,589,busselton,200
2019-09-04,13:01:00.121117,590,bluff,200
2019-09-04,13:01:00.248674,591,tiksi,200
2019-09-04,13:01:00.356933,592,cabo san lucas,200
2019-09-04,13:01:00.527220,593,oxelosund,200
2019-09-04,13:01:00.807495,594,lapus,200
2019-09-04,13:01:01.040134,595,bilibino,200
2019-09-04,13:01:01.260055,596,albany,200
2019-09-04,13:01:01.387487,597,olafsvik,404
2019-09-04,13:01:01.523843,598,yuzhno-yeniseyskiy,404
2019-09-04,13:01:01.652141,599,rikitea,200
2019-09-04,13:01:01.791393,600,san javier,200
2019-09-04,13:01:02.016056,601,ushuaia,200
2019-09-04,13:01:02.150856,602,kimbe,200
2019-09-04,13:01:02.417930,603,north bend,200
2019-09-04,13:01:02.658362,604,grand gaube,200
2019-09-04,13:01:02.898436,605,ahipara,200
2019-09-04,13:01:03.409070,606,yellowknife,200
2019-09-04,13:01:03.534027,607,barrow,200
2019-09-04,13:01:03.661382,608,kodiak,200
2019-09-04,13:01:03.876549,609,constitucion,200
2019-09-04,13:01:03.987882,610,butaritari,200
2019-09-04,13:01:04.120886,611,nelson bay,200
2019-09-04,13:01:04.296309,612,rikitea,200
2019-09-04,13:01:04.420178,613,albany,200
2019-09-04,13:01:04.541282,614,mataura,200
2019-09-04,13:01:04.651816,615,tres passos,200
2019-09-04,13:01:04.887790,616,taolanaro,404
2019-09-04,13:01:05.013190,617,puerto ayora,200
2019-09-04,13:01:05.139698,618,kieta,200
2019-09-04,13:01:05.374268,619,tuktoyaktuk,200
2019-09-04,13:01:05.484947,620,jamestown,200
2019-09-04,13:01:05.607136,621,hobart,200
2019-09-04,13:01:05.717616,622,cardonal,200
2019-09-04,13:01:05.966384,623,chuy,200
2019-09-04,13:01:06.091352,624,hilo,200
2019-09-04,13:01:06.219155,625,beloha,200
2019-09-04,13:01:06.447358,626,punta arenas,200
2019-09-04,13:01:06.550792,627,esna,200
2019-09-04,13:01:06.774452,628,tuktoyaktuk,200
2019-09-04,13:01:06.899445,629,temnikov,200
2019-09-04,13:01:07.178928,630,varkaus,200
2019-09-04,13:01:07.414118,631,tsumeb,200
2019-09-04,13:01:07.640348,632,bababe,404
2019-09-04,13:01:07.749712,633,mataura,200
2019-09-04,13:01:07.879901,634,rikitea,200
2019-09-04,13:01:07.999899,635,nanortalik,200
2019-09-04,13:01:08.128973,636,severo-kurilsk,200
2019-09-04,13:01:08.246012,637,cape town,200
2019-09-04,13:01:08.365970,638,vardo,200
2019-09-04,13:01:08.481548,639,yellowknife,200
2019-09-04,13:01:08.611070,640,belushya guba,404
2019-09-04,13:01:08.715961,641,port hardy,200
2019-09-04,13:01:08.978772,642,turmalina,200
2019-09-04,13:01:09.211908,643,mar del plata,200
2019-09-04,13:01:09.329782,644,port alfred,200
2019-09-04,13:01:09.460251,645,mys shmidta,404
2019-09-04,13:01:09.594819,646,nanortalik,200
2019-09-04,13:01:09.719438,647,busselton,200
2019-09-04,13:01:09.844748,648,tuy hoa,200
2019-09-04,13:01:10.001108,649,bambous virieux,200
2019-09-04,13:01:10.141727,650,usinsk,200
2019-09-04,13:01:10.360995,651,ondorhaan,404
2019-09-04,13:01:10.482864,652,ribeira grande,200
2019-09-04,13:01:10.613827,653,taolanaro,404
2019-09-04,13:01:10.716596,654,dikson,200
2019-09-04,13:01:10.851976,655,honningsvag,200
2019-09-04,13:01:10.963042,656,punta arenas,200
2019-09-04,13:01:11.096848,657,provideniya,200
2019-09-04,13:01:11.212303,658,myitkyina,200
2019-09-04,13:01:11.556058,659,mataura,200
2019-09-04,13:01:11.680649,660,tuktoyaktuk,200
2019-09-04,13:01:11.800958,661,geraldton,200
2019-09-04,13:01:12.022856,662,angicos,200
2019-09-04,13:01:12.161824,663,belushya guba,404
2019-09-04,13:01:12.299561,664,aklavik,200
2019-09-04,13:01:12.540047,665,lebu,200
2019-09-04,13:01:12.659301,666,rikitea,200
2019-09-04,13:01:12.776965,667,naze,200
2019-09-04,13:01:13.013637,668,faanui,200
2019-09-04,13:01:13.143396,669,cape town,200
2019-09-04,13:01:13.266133,670,isangel,200
2019-09-04,13:01:13.407024,671,camocim,200
2019-09-04,13:01:13.564221,672,hithadhoo,200
2019-09-04,13:01:13.683800,673,port alfred,200
2019-09-04,13:01:13.808735,674,zachagansk,404
2019-09-04,13:01:13.927464,675,arraial do cabo,200
2019-09-04,13:01:14.096216,676,jeremie,200
2019-09-04,13:01:14.365301,677,chokurdakh,200
2019-09-04,13:01:14.602024,678,saint-philippe,200
2019-09-04,13:01:14.725532,679,rikitea,200
2019-09-04,13:01:14.855038,680,manakara,200
2019-09-04,13:01:15.078842,681,rikitea,200
2019-09-04,13:01:15.192895,682,chuy,200
2019-09-04,13:01:15.324264,683,tamiahua,200
2019-09-04,13:01:15.552447,684,hami,200
2019-09-04,13:01:15.784162,685,uribia,200
2019-09-04,13:01:16.014468,686,santiago del estero,200
2019-09-04,13:01:16.254419,687,puerto ayora,200
2019-09-04,13:01:16.375002,688,galle,200
2019-09-04,13:01:16.605360,689,rikitea,200
2019-09-04,13:01:16.726755,690,kapaa,200
2019-09-04,13:01:16.989365,691,avarua,200
2019-09-04,13:01:17.114291,692,thompson,200
2019-09-04,13:01:17.229905,693,hobart,200
2019-09-04,13:01:17.339889,694,port elizabeth,200
2019-09-04,13:01:17.462364,695,talnakh,200
2019-09-04,13:01:17.677967,696,port alfred,200
2019-09-04,13:01:17.790890,697,clyde river,200
2019-09-04,13:01:18.022909,698,minab,200
2019-09-04,13:01:18.244463,699,hermanus,200
2019-09-04,13:01:18.371531,700,cape town,200
2019-09-04,13:01:18.494815,701,port-cartier,200
2019-09-04,13:01:18.722048,702,bluff,200
2019-09-04,13:01:18.838672,703,hermanus,200
2019-09-04,13:01:18.958768,704,baykit,200
2019-09-04,13:01:19.187865,705,ushuaia,200
2019-09-04,13:01:19.304748,706,rikitea,200
2019-09-04,13:01:19.453236,707,luderitz,200
2019-09-04,13:01:19.569214,708,albany,200
2019-09-04,13:01:19.683341,709,manado,200
2019-09-04,13:01:19.896419,710,tsumeb,200
2019-09-04,13:01:20.022398,711,arraial do cabo,200
2019-09-04,13:01:20.144677,712,bluff,200
2019-09-04,13:01:20.253384,713,albany,200
2019-09-04,13:01:20.390146,714,ngerengere,200
2019-09-04,13:01:20.611623,715,ushuaia,200
2019-09-04,13:01:20.723241,716,berlevag,200
2019-09-04,13:01:20.938410,717,punta arenas,200
2019-09-04,13:01:21.078662,718,sinnamary,200
2019-09-04,13:01:21.303662,719,north battleford,200
2019-09-04,13:01:21.547977,720,baghdad,200
2019-09-04,13:01:21.683453,721,mahebourg,200
2019-09-04,13:01:21.934724,722,cape town,200
2019-09-04,13:01:22.044494,723,unye,404
2019-09-04,13:01:22.174406,724,da lat,200
2019-09-04,13:01:22.457821,725,ponta do sol,200
2019-09-04,13:01:22.583177,726,bud,200
2019-09-04,13:01:22.802087,727,ushuaia,200
2019-09-04,13:01:22.927050,728,bethel,200
2019-09-04,13:01:23.072932,729,teya,200
2019-09-04,13:01:23.434953,730,albany,200
2019-09-04,13:01:23.575157,731,punta arenas,200
2019-09-04,13:01:23.696076,732,katsuura,200
2019-09-04,13:01:23.816504,733,itarema,200
2019-09-04,13:01:23.931037,734,ushuaia,200
2019-09-04,13:01:24.033505,735,sao filipe,200
2019-09-04,13:01:24.167818,736,show low,200
2019-09-04,13:01:24.516246,737,moroni,200
2019-09-04,13:01:24.764555,738,morehead,200
2019-09-04,13:01:25.022274,739,ishigaki,200
2019-09-04,13:01:25.288558,740,vao,200
2019-09-04,13:01:25.509975,741,ushuaia,200
2019-09-04,13:01:25.679092,742,sveio,200
2019-09-04,13:01:25.911983,743,faya,200
2019-09-04,13:01:26.037099,744,chokurdakh,200
2019-09-04,13:01:26.166012,745,fairbanks,200
2019-09-04,13:01:26.435800,746,buin,200
2019-09-04,13:01:26.647615,747,hobart,200
2019-09-04,13:01:26.773428,748,saint-philippe,200
2019-09-04,13:01:26.895879,749,butaritari,200
2019-09-04,13:01:26.998909,750,hobart,200
2019-09-04,13:01:27.185720,751,marcona,404
2019-09-04,13:01:27.310702,752,ancud,200
2019-09-04,13:01:27.430752,753,ponta do sol,200
2019-09-04,13:01:27.546894,754,port hardy,200
2019-09-04,13:01:27.666966,755,castro,200
2019-09-04,13:01:27.782032,756,caravelas,200
2019-09-04,13:01:27.907925,757,carnarvon,200
2019-09-04,13:01:28.014642,758,mataura,200
2019-09-04,13:01:28.156060,759,lagoa,200
2019-09-04,13:01:28.263863,760,saskylakh,200
2019-09-04,13:01:28.389908,761,carnarvon,200
2019-09-04,13:01:28.498216,762,ponta do sol,200
2019-09-04,13:01:28.631291,763,pevek,200
2019-09-04,13:01:28.851657,764,sumenep,200
2019-09-04,13:01:29.213195,765,omsukchan,200
2019-09-04,13:01:29.346318,766,albany,200
2019-09-04,13:01:29.464789,767,kamenskoye,404
2019-09-04,13:01:29.592792,768,rikitea,200
2019-09-04,13:01:29.717004,769,antofagasta,200
2019-09-04,13:01:29.843415,770,fortuna,200
2019-09-04,13:01:29.969027,771,tiarei,200
2019-09-04,13:01:30.215759,772,buin,200
2019-09-04,13:01:30.329967,773,pochutla,200
2019-09-04,13:01:30.553866,774,punta arenas,200
2019-09-04,13:01:30.668104,775,mpika,200
2019-09-04,13:01:30.800641,776,moussoro,200
2019-09-04,13:01:31.046186,777,nicoya,200
2019-09-04,13:01:31.191878,778,namibe,200
2019-09-04,13:01:31.315281,779,chokurdakh,200
2019-09-04,13:01:31.424985,780,atuona,200
2019-09-04,13:01:31.557739,781,hithadhoo,200
2019-09-04,13:01:31.676271,782,saldanha,200
2019-09-04,13:01:31.803319,783,cabo san lucas,200
2019-09-04,13:01:31.911454,784,ilulissat,200
2019-09-04,13:01:32.056197,785,huarmey,200
2019-09-04,13:01:32.271658,786,leh,200
2019-09-04,13:01:32.495916,787,avarua,200
2019-09-04,13:01:32.612074,788,taolanaro,404
2019-09-04,13:01:32.731909,789,torbay,200
2019-09-04,13:01:32.857192,790,xiangxiang,200
2019-09-04,13:01:33.091758,791,namatanai,200
2019-09-04,13:01:33.426988,792,kapaa,200
2019-09-04,13:01:33.551556,793,mataura,200
2019-09-04,13:01:33.672954,794,rikitea,200
2019-09-04,13:01:33.790188,795,castro,200
2019-09-04,13:01:33.922967,796,ushuaia,200
2019-09-04,13:01:34.025758,797,busselton,200
2019-09-04,13:01:34.158605,798,komsomolskiy,200
2019-09-04,13:01:34.378018,799,abonnema,200
2019-09-04,13:01:34.599352,800,ordubad,200
2019-09-04,13:01:34.826333,801,rio gallegos,200
2019-09-04,13:01:35.049910,802,rikitea,200
2019-09-04,13:01:35.159936,803,yanam,200
2019-09-04,13:01:35.422440,804,srivardhan,200
2019-09-04,13:01:35.711007,805,tuktoyaktuk,200
2019-09-04,13:01:35.820755,806,arraial do cabo,200
2019-09-04,13:01:35.955068,807,tsihombe,404
2019-09-04,13:01:36.191955,808,grand river south east,404
2019-09-04,13:01:36.308144,809,saleaula,404
2019-09-04,13:01:36.461735,810,daru,200
2019-09-04,13:01:36.586826,811,mahebourg,200
2019-09-04,13:01:36.709822,812,ushuaia,200
2019-09-04,13:01:36.820208,813,taltal,200
2019-09-04,13:01:37.055938,814,jamestown,200
2019-09-04,13:01:37.180974,815,pitkyaranta,200
2019-09-04,13:01:37.390316,816,flinders,200
2019-09-04,13:01:37.660008,817,port elizabeth,200
2019-09-04,13:01:37.785111,818,punta arenas,200
2019-09-04,13:01:37.908749,819,mataura,200
2019-09-04,13:01:38.021763,820,yellowknife,200
2019-09-04,13:01:38.152124,821,cape town,200
2019-09-04,13:01:38.269799,822,lebu,200
2019-09-04,13:01:38.393474,823,busselton,200
2019-09-04,13:01:38.503286,824,ushuaia,200
2019-09-04,13:01:38.628768,825,arraial do cabo,200
2019-09-04,13:01:38.738234,826,pinawa,200
2019-09-04,13:01:39.141984,827,butaritari,200
2019-09-04,13:01:39.251653,828,jamestown,200
2019-09-04,13:01:39.388340,829,beringovskiy,200
2019-09-04,13:01:39.597051,830,taolanaro,404
2019-09-04,13:01:39.707635,831,hilo,200
2019-09-04,13:01:39.838159,832,taolanaro,404
2019-09-04,13:01:39.952875,833,vila velha,200
2019-09-04,13:01:40.074473,834,atuona,200
2019-09-04,13:01:40.185231,835,kotelnich,200
2019-09-04,13:01:40.419867,836,harper,200
2019-09-04,13:01:40.544827,837,bathsheba,200
2019-09-04,13:01:40.785116,838,bluff,200
2019-09-04,13:01:41.014341,839,avera,200
2019-09-04,13:01:41.256780,840,tuktoyaktuk,200
2019-09-04,13:01:41.384937,841,tura,200
2019-09-04,13:01:41.508354,842,ushuaia,200
2019-09-04,13:01:41.633675,843,guerrero negro,200
2019-09-04,13:01:41.931544,844,rikitea,200
2019-09-04,13:01:42.056511,845,bredasdorp,200
2019-09-04,13:01:42.184460,846,vaini,200
2019-09-04,13:01:42.290569,847,syracuse,200
2019-09-04,13:01:42.417505,848,mys shmidta,404
2019-09-04,13:01:42.534067,849,uspenka,200
2019-09-04,13:01:42.814130,850,maceio,200
2019-09-04,13:01:42.939158,851,bluff,200
2019-09-04,13:01:43.064205,852,punta arenas,200
2019-09-04,13:01:43.183300,853,cape town,200
2019-09-04,13:01:43.310740,854,ushuaia,200
2019-09-04,13:01:43.417503,855,rikitea,200
2019-09-04,13:01:43.552391,856,ushuaia,200
2019-09-04,13:01:43.665941,857,hermanus,200
2019-09-04,13:01:43.793126,858,busselton,200
2019-09-04,13:01:43.900064,859,te anau,200
2019-09-04,13:01:44.133770,860,qaanaaq,200
2019-09-04,13:01:44.243250,861,bredasdorp,200
2019-09-04,13:01:44.372352,862,dikson,200
2019-09-04,13:01:44.483965,863,sorkjosen,404
2019-09-04,13:01:44.621250,864,bluff,200
2019-09-04,13:01:44.746471,865,yellowknife,200
2019-09-04,13:01:44.877322,866,albany,200
2019-09-04,13:01:44.982072,867,punta arenas,200
2019-09-04,13:01:45.111015,868,rikitea,200
2019-09-04,13:01:45.218176,869,souillac,200
2019-09-04,13:01:45.481462,870,road town,200
2019-09-04,13:01:45.606553,871,broken hill,200
2019-09-04,13:01:45.729365,872,tuatapere,200
2019-09-04,13:01:45.848404,873,busselton,200
2019-09-04,13:01:45.971094,874,cabo san lucas,200
2019-09-04,13:01:46.080877,875,carutapera,200
2019-09-04,13:01:46.299290,876,nieuw amsterdam,200
2019-09-04,13:01:46.524206,877,rikitea,200
2019-09-04,13:01:46.631511,878,kloulklubed,200
2019-09-04,13:01:46.769457,879,jamestown,200
2019-09-04,13:01:46.894431,880,salamiyah,200
2019-09-04,13:01:47.128968,881,grindavik,200
2019-09-04,13:01:47.253969,882,hermanus,200
2019-09-04,13:01:47.384310,883,ushuaia,200
2019-09-04,13:01:47.510666,884,busselton,200
2019-09-04,13:01:47.636781,885,hofn,200
2019-09-04,13:01:47.762085,886,cherskiy,200
2019-09-04,13:01:47.885776,887,busselton,200
2019-09-04,13:01:48.011022,888,bluff,200
2019-09-04,13:01:48.134981,889,albany,200
2019-09-04,13:01:48.244729,890,qui nhon,404
2019-09-04,13:01:48.434197,891,rikitea,200
2019-09-04,13:01:48.559275,892,ngukurr,404
2019-09-04,13:01:48.716687,893,ushuaia,200
2019-09-04,13:01:48.827411,894,kismayo,404
2019-09-04,13:01:48.951962,895,alotau,404
2019-09-04,13:01:49.108178,896,namatanai,200
2019-09-04,13:01:49.217563,897,san cristobal,200
2019-09-04,13:01:49.326913,898,santa marinella,200
2019-09-04,13:01:49.565484,899,avarua,200
2019-09-04,13:01:49.696416,900,luanda,200
2019-09-04,13:01:49.823880,901,rikitea,200
2019-09-04,13:01:49.944364,902,mar del plata,200
2019-09-04,13:01:50.115524,903,vestmannaeyjar,200
2019-09-04,13:01:50.338594,904,rikitea,200
2019-09-04,13:01:50.445680,905,kodiak,200
2019-09-04,13:01:50.570829,906,rabo de peixe,200
2019-09-04,13:01:50.794657,907,belushya guba,404
2019-09-04,13:01:50.912327,908,busselton,200
2019-09-04,13:01:51.048520,909,new norfolk,200
2019-09-04,13:01:51.161239,910,new norfolk,200
2019-09-04,13:01:51.313093,911,jamestown,200
2019-09-04,13:01:51.426002,912,mataura,200
2019-09-04,13:01:51.546963,913,busselton,200
2019-09-04,13:01:51.660522,914,kingaroy,200
2019-09-04,13:01:51.862182,915,port elizabeth,200
2019-09-04,13:01:51.987240,916,ruidoso,200
2019-09-04,13:01:52.209807,917,upernavik,200
2019-09-04,13:01:52.350489,918,rikitea,200
2019-09-04,13:01:52.469239,919,voh,200
2019-09-04,13:01:52.678281,920,kahului,200
2019-09-04,13:01:52.794510,921,yellowknife,200
2019-09-04,13:01:52.917711,922,vaini,200
2019-09-04,13:01:53.043524,923,bergen,200
2019-09-04,13:01:53.259670,924,hermanus,200
2019-09-04,13:01:53.369147,925,puerto ayora,200
2019-09-04,13:01:53.493081,926,bredasdorp,200
2019-09-04,13:01:53.607794,927,kohila,200
2019-09-04,13:01:53.826894,928,poum,200
2019-09-04,13:01:53.951906,929,upernavik,200
2019-09-04,13:01:54.081171,930,zhigansk,200
2019-09-04,13:01:54.323172,931,tasiilaq,200
2019-09-04,13:01:54.441154,932,makakilo city,200
2019-09-04,13:01:54.720437,933,karakendzha,404
2019-09-04,13:01:54.845742,934,waddan,200
2019-09-04,13:01:55.073132,935,igarka,200
2019-09-04,13:01:55.297052,936,kuminskiy,200
2019-09-04,13:01:55.519818,937,esperance,200
2019-09-04,13:01:55.719454,938,zhigansk,200
2019-09-04,13:01:55.842074,939,marcona,404
2019-09-04,13:01:55.967056,940,richards bay,200
2019-09-04,13:01:56.090186,941,waipawa,200
2019-09-04,13:01:56.298933,942,chokurdakh,200
2019-09-04,13:01:56.424859,943,kapaa,200
2019-09-04,13:01:56.544606,944,soke,200
2019-09-04,13:01:56.767734,945,paradwip,404
2019-09-04,13:01:56.983407,946,port alfred,200
2019-09-04,13:01:57.091355,947,ushuaia,200
2019-09-04,13:01:57.212477,948,puerto ayora,200
2019-09-04,13:01:57.323690,949,ushuaia,200
2019-09-04,13:01:57.449217,950,honningsvag,200
2019-09-04,13:01:57.572569,951,mana,200
2019-09-04,13:01:57.788275,952,babanusah,404
2019-09-04,13:01:57.928854,953,nome,200
2019-09-04,13:01:58.043838,954,kapaa,200
2019-09-04,13:01:58.160276,955,rikitea,200
2019-09-04,13:01:58.286562,956,hasaki,200
2019-09-04,13:01:58.408662,957,ushuaia,200
2019-09-04,13:01:58.525462,958,hobart,200
2019-09-04,13:01:58.637203,959,bredasdorp,200
2019-09-04,13:01:58.761928,960,punta arenas,200
2019-09-04,13:01:58.932191,961,ushuaia,200
2019-09-04,13:01:59.041523,962,vao,200
2019-09-04,13:01:59.166483,963,necochea,200
2019-09-04,13:01:59.386801,964,broken hill,200
2019-09-04,13:01:59.527383,965,amapa,200
2019-09-04,13:01:59.753580,966,hermanus,200
2019-09-04,13:01:59.878562,967,ushuaia,200
2019-09-04,13:02:00.004371,968,bluff,200
2019-09-04,13:02:00.118236,969,tiksi,200
2019-09-04,13:02:00.248549,970,barrow,200
2019-09-04,13:02:00.369175,971,sheltozero,200
2019-09-04,13:02:00.616785,972,auki,200
2019-09-04,13:02:00.749867,973,puerto ayora,200
2019-09-04,13:02:00.874861,974,tiksi,200
2019-09-04,13:02:00.984543,975,yar-sale,200
2019-09-04,13:02:01.234866,976,albany,200
2019-09-04,13:02:01.445129,977,mahebourg,200
2019-09-04,13:02:01.592482,978,illoqqortoormiut,404
2019-09-04,13:02:01.722499,979,hanzhong,200
2019-09-04,13:02:01.973036,980,alofi,200
2019-09-04,13:02:02.129640,981,avarua,200
2019-09-04,13:02:02.255954,982,dubti,200
2019-09-04,13:02:02.537113,983,new norfolk,200
2019-09-04,13:02:02.652126,984,yellowknife,200
2019-09-04,13:02:02.772993,985,albany,200
2019-09-04,13:02:02.882701,986,nikolskoye,200
2019-09-04,13:02:03.015879,987,vydrino,200
2019-09-04,13:02:03.304973,988,ushuaia,200
2019-09-04,13:02:03.445529,989,belushya guba,404
2019-09-04,13:02:03.650221,990,westport,200
2019-09-04,13:02:03.905391,991,hammerfest,200
2019-09-04,13:02:04.153106,992,port hardy,200
2019-09-04,13:02:04.266907,993,kirsanov,200
2019-09-04,13:02:04.560671,994,tiksi,200
2019-09-04,13:02:04.685684,995,salas,200
2019-09-04,13:02:04.947552,996,norman wells,200
2019-09-04,13:02:05.193646,997,luis correia,200
2019-09-04,13:02:05.421415,998,hithadhoo,200
2019-09-04,13:02:05.547981,999,bredasdorp,200
2019-09-04,13:02:05.671058,1000,miracema do tocantins,200
2019-09-04,13:02:05.937203,1001,carnarvon,200
2019-09-04,13:02:06.062186,1002,rikitea,200
2019-09-04,13:02:06.185671,1003,zhigansk,200
2019-09-04,13:02:06.310967,1004,ponta do sol,200
2019-09-04,13:02:06.435736,1005,yellowknife,200
2019-09-04,13:02:06.551735,1006,taolanaro,404
2019-09-04,13:02:06.670734,1007,tura,200
2019-09-04,13:02:06.789890,1008,sobolevo,200
2019-09-04,13:02:07.013981,1009,georgetown,200
2019-09-04,13:02:07.139117,1010,upernavik,200
2019-09-04,13:02:07.261607,1011,busselton,200
2019-09-04,13:02:07.379610,1012,ponta do sol,200
2019-09-04,13:02:07.498997,1013,dikson,200
2019-09-04,13:02:07.597634,1014,kloulklubed,200
2019-09-04,13:02:07.723448,1015,albany,200
2019-09-04,13:02:07.844959,1016,gold coast,200
2019-09-04,13:02:07.966397,1017,ushuaia,200
2019-09-04,13:02:08.094425,1018,roma,200
2019-09-04,13:02:08.263807,1019,guerrero negro,200
2019-09-04,13:02:08.373156,1020,cabo san lucas,200
2019-09-04,13:02:08.502295,1021,rikitea,200
2019-09-04,13:02:08.627909,1022,amapa,200
2019-09-04,13:02:08.748733,1023,altamont,200
2019-09-04,13:02:08.983346,1024,hermanus,200
2019-09-04,13:02:09.095286,1025,kilindoni,200
2019-09-04,13:02:09.374313,1026,saldanha,200
2019-09-04,13:02:09.499199,1027,saint george,200
2019-09-04,13:02:09.629530,1028,port elizabeth,200
2019-09-04,13:02:09.742392,1029,ormara,200
2019-09-04,13:02:09.976761,1030,rocky mountain house,200
2019-09-04,13:02:10.225439,1031,fredericton,200
2019-09-04,13:02:10.448084,1032,samusu,404
2019-09-04,13:02:10.562310,1033,nanortalik,200
2019-09-04,13:02:10.715911,1034,bolungarvik,404
2019-09-04,13:02:10.856274,1035,ushuaia,200
2019-09-04,13:02:10.973376,1036,rikitea,200
2019-09-04,13:02:11.076662,1037,avarua,200
2019-09-04,13:02:11.208953,1038,elbistan,200
2019-09-04,13:02:11.421443,1039,dikson,200
2019-09-04,13:02:11.544002,1040,mackenzie,200
2019-09-04,13:02:11.823257,1041,kruisfontein,200
2019-09-04,13:02:11.948225,1042,pevek,200
2019-09-04,13:02:12.079151,1043,vila velha,200
2019-09-04,13:02:12.190930,1044,rikitea,200
2019-09-04,13:02:12.331372,1045,wanaka,200
2019-09-04,13:02:12.557592,1046,barrow,200
2019-09-04,13:02:12.759769,1047,skagastrond,404
2019-09-04,13:02:12.877186,1048,port hardy,200
2019-09-04,13:02:13.001877,1049,puerto ayora,200
2019-09-04,13:02:13.107845,1050,punta arenas,200
2019-09-04,13:02:13.245551,1051,maumere,200
2019-09-04,13:02:13.529706,1052,hambantota,200
2019-09-04,13:02:13.655103,1053,tuktoyaktuk,200
2019-09-04,13:02:13.780243,1054,taolanaro,404
2019-09-04,13:02:13.905214,1055,yellowknife,200
2019-09-04,13:02:14.029156,1056,lagoa,200
2019-09-04,13:02:14.138938,1057,thompson,200
2019-09-04,13:02:14.270844,1058,busselton,200
2019-09-04,13:02:14.390986,1059,cape town,200
2019-09-04,13:02:14.513099,1060,rikitea,200
2019-09-04,13:02:14.624762,1061,hobart,200
2019-09-04,13:02:14.792423,1062,busselton,200
2019-09-04,13:02:14.917363,1063,ineu,200
2019-09-04,13:02:15.123248,1064,airai,200
2019-09-04,13:02:15.363519,1065,punta arenas,200
2019-09-04,13:02:15.473280,1066,busselton,200
2019-09-04,13:02:15.594761,1067,rikitea,200
2019-09-04,13:02:15.706087,1068,ribeira grande,200
2019-09-04,13:02:15.842973,1069,ponta do sol,200
2019-09-04,13:02:15.956737,1070,nilanga,200
2019-09-04,13:02:16.173563,1071,new norfolk,200
2019-09-04,13:02:16.282915,1072,bredasdorp,200
2019-09-04,13:02:16.410600,1073,comodoro rivadavia,200
2019-09-04,13:02:16.521885,1074,ushuaia,200
2019-09-04,13:02:16.651239,1075,constitucion,200
2019-09-04,13:02:16.758773,1076,kodiak,200
2019-09-04,13:02:16.892293,1077,aklavik,200
2019-09-04,13:02:17.004005,1078,saint-paul,200
2019-09-04,13:02:17.237146,1079,hermanus,200
2019-09-04,13:02:17.362110,1080,rikitea,200
2019-09-04,13:02:17.488495,1081,coruripe,200
2019-09-04,13:02:17.722789,1082,jamestown,200
2019-09-04,13:02:17.838169,1083,attawapiskat,404
2019-09-04,13:02:17.973971,1084,hualmay,200
2019-09-04,13:02:18.203379,1085,lebu,200
2019-09-04,13:02:18.320638,1086,illoqqortoormiut,404
2019-09-04,13:02:18.444993,1087,keti bandar,200
2019-09-04,13:02:18.666446,1088,riobamba,200
2019-09-04,13:02:19.004406,1089,faya,200
2019-09-04,13:02:19.129547,1090,hilo,200
2019-09-04,13:02:19.265896,1091,upernavik,200
2019-09-04,13:02:19.384801,1092,soligalich,200
2019-09-04,13:02:19.619125,1093,bathsheba,200
2019-09-04,13:02:19.728738,1094,vaitupu,404
2019-09-04,13:02:19.872013,1095,hilo,200
2019-09-04,13:02:19.983821,1096,jamestown,200
2019-09-04,13:02:20.106992,1097,araguacu,404
2019-09-04,13:02:20.248827,1098,rungata,404
2019-09-04,13:02:20.372557,1099,cherskiy,200
2019-09-04,13:02:20.497643,1100,kahului,200
