,base,clouds,cod,coord,dt,id,main,name,rain,sys,timezone,visibility,weather,wind
0,stations,{'all': 0},200,"{'lon': -68.31, 'lat': -54.81}",1567619933,3833367,"{'temp': 278.15, 'pressure': 1030, 'humidity': 60, 'temp_min': 278.15, 'temp_max': 278.15}",Ushuaia,,"{'type': 1, 'id': 8303, 'message': 0.0059, 'country': 'AR', 'sunrise': 1567595283, 'sunset': 1567634224}",-10800,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 10.8, 'deg': 230}"
1,stations,{'all': 100},200,"{'lon': 168.86, 'lat': -46.19}",1567619943,6201424,"{'temp': 280.93, 'pressure': 1001, 'humidity': 96, 'temp_min': 280.93, 'temp_max': 280.93}",Mataura,,"{'type': 3, 'id': 2008959, 'message': 0.008, 'country': 'NZ', 'sunrise': 1567624122, 'sunset': 1567664330}",43200,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 1.73, 'deg': 330.346}"
2,stations,{'all': 20},200,"{'lon': 18.42, 'lat': -33.93}",1567619382,3369157,"{'temp': 288.24, 'pressure': 1023, 'humidity': 77, 'temp_min': 287.59, 'temp_max': 288.71}",Cape Town,,"{'type': 1, 'id': 1899, 'message': 0.0066, 'country': 'ZA', 'sunrise': 1567573288, 'sunset': 1567614599}",7200,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 10.3, 'deg': 170}"
3,stations,{'all': 74},200,"{'lon': -39.92, 'lat': -2.92}",1567619944,3393692,"{'temp': 303.7, 'pressure': 1012.04, 'humidity': 52, 'temp_min': 303.7, 'temp_max': 303.7, 'sea_level': 1012.04, 'grnd_level': 1008.33}",Itarema,,"{'message': 0.0059, 'country': 'BR', 'sunrise': 1567586230, 'sunset': 1567629654}",-10800,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 7.54, 'deg': 79.295}"
4,stations,{'all': 40},200,"{'lon': 42.45, 'lat': 18.39}",1567619944,110690,"{'temp': 298.67, 'pressure': 1021, 'humidity': 47, 'temp_min': 298.15, 'temp_max': 299.15}",Faya,,"{'type': 1, 'id': 7396, 'message': 0.0054, 'country': 'SA', 'sunrise': 1567565777, 'sunset': 1567610578}",10800,10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 2.1, 'deg': 270}"
5,stations,{'all': 100},200,"{'lon': 139.9, 'lat': 69.3}",1567619944,2028164,"{'temp': 275.9, 'pressure': 1002.54, 'humidity': 83, 'temp_min': 275.9, 'temp_max': 275.9, 'sea_level': 1002.54, 'grnd_level': 938.77}",Deputatskiy,,"{'message': 0.0068, 'country': 'RU', 'sunrise': 1567624375, 'sunset': 1567677974}",36000,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 0.68, 'deg': 316.561}"
6,stations,{'all': 29},200,"{'lon': 147.06, 'lat': -42.78}",1567619945,2155415,"{'temp': 279.88, 'pressure': 1012, 'humidity': 97, 'temp_min': 278.15, 'temp_max': 280.93}",New Norfolk,,"{'type': 1, 'id': 9545, 'message': 0.0066, 'country': 'AU', 'sunrise': 1567629163, 'sunset': 1567669750}",36000,10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 2.6, 'deg': 290}"
7,stations,{'all': 95},200,"{'lon': -134.97, 'lat': -23.12}",1567619945,4030556,"{'temp': 295.9, 'pressure': 1018.66, 'humidity': 71, 'temp_min': 295.9, 'temp_max': 295.9, 'sea_level': 1018.66, 'grnd_level': 1018.77}",Rikitea,{'3h': 0.688},"{'message': 0.0111, 'country': 'PF', 'sunrise': 1567609667, 'sunset': 1567651830}",-32400,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 3.31, 'deg': 101.698}"
8,stations,{'all': 74},200,"{'lon': -139.03, 'lat': -9.8}",1567619945,4020109,"{'temp': 299, 'pressure': 1014.29, 'humidity': 74, 'temp_min': 299, 'temp_max': 299, 'sea_level': 1014.29, 'grnd_level': 1014.35}",Atuona,,"{'message': 0.0057, 'country': 'PF', 'sunrise': 1567610217, 'sunset': 1567653229}",-34200,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 3.92, 'deg': 67.987}"
9,stations,{'all': 95},200,"{'lon': 172.79, 'lat': 3.07}",1567619946,2110227,"{'temp': 301.6, 'pressure': 1007.46, 'humidity': 74, 'temp_min': 301.6, 'temp_max': 301.6, 'sea_level': 1007.46, 'grnd_level': 1007.45}",Butaritari,,"{'message': 0.0061, 'country': 'KI', 'sunrise': 1567621390, 'sunset': 1567665176}",43200,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 2.43, 'deg': 304.03}"
10,stations,{'all': 95},200,"{'lon': -134.97, 'lat': -23.12}",1567619945,4030556,"{'temp': 295.9, 'pressure': 1018.66, 'humidity': 71, 'temp_min': 295.9, 'temp_max': 295.9, 'sea_level': 1018.66, 'grnd_level': 1018.77}",Rikitea,{'3h': 0.688},"{'message': 0.0111, 'country': 'PF', 'sunrise': 1567609667, 'sunset': 1567651830}",-32400,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 3.31, 'deg': 101.698}"
11,stations,{'all': 100},200,"{'lon': 168.86, 'lat': -46.19}",1567619943,6201424,"{'temp': 280.93, 'pressure': 1001, 'humidity': 96, 'temp_min': 280.93, 'temp_max': 280.93}",Mataura,,"{'type': 3, 'id': 2008959, 'message': 0.008, 'country': 'NZ', 'sunrise': 1567624122, 'sunset': 1567664330}",43200,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 1.73, 'deg': 330.346}"
12,stations,{'all': 23},200,"{'lon': 19.24, 'lat': -34.42}",1567619946,3366880,"{'temp': 287.35, 'pressure': 1022, 'humidity': 82, 'temp_min': 287.04, 'temp_max': 287.59}",Hermanus,,"{'type': 3, 'id': 2006131, 'message': 0.0075, 'country': 'ZA', 'sunrise': 1567573112, 'sunset': 1567614381}",7200,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 0.89, 'deg': 73, 'gust': 1.79}"
13,stations,{'all': 74},200,"{'lon': -139.03, 'lat': -9.8}",1567619945,4020109,"{'temp': 299, 'pressure': 1014.29, 'humidity': 74, 'temp_min': 299, 'temp_max': 299, 'sea_level': 1014.29, 'grnd_level': 1014.35}",Atuona,,"{'message': 0.0057, 'country': 'PF', 'sunrise': 1567610217, 'sunset': 1567653229}",-34200,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 3.92, 'deg': 67.987}"
14,stations,{'all': 13},200,"{'lon': 138.6, 'lat': -33.21}",1567619947,2069194,"{'temp': 285.8, 'pressure': 1012.74, 'humidity': 60, 'temp_min': 285.8, 'temp_max': 285.8, 'sea_level': 1012.74, 'grnd_level': 976.14}",Jamestown,,"{'message': 0.0065, 'country': 'AU', 'sunrise': 1567630762, 'sunset': 1567672211}",34200,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 3.61, 'deg': 66.463}"
15,stations,{'all': 95},200,"{'lon': 172.79, 'lat': 3.07}",1567619946,2110227,"{'temp': 301.6, 'pressure': 1007.46, 'humidity': 74, 'temp_min': 301.6, 'temp_max': 301.6, 'sea_level': 1007.46, 'grnd_level': 1007.45}",Butaritari,,"{'message': 0.0061, 'country': 'KI', 'sunrise': 1567621390, 'sunset': 1567665176}",43200,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 2.43, 'deg': 304.03}"
16,stations,{'all': 90},200,"{'lon': -155.08, 'lat': 19.71}",1567619947,5855927,"{'temp': 294.92, 'pressure': 1017, 'humidity': 88, 'temp_min': 293.71, 'temp_max': 296.15}",Hilo,{'1h': 7.45},"{'type': 1, 'id': 7881, 'message': 0.008, 'country': 'US', 'sunrise': 1567613144, 'sunset': 1567658004}",-36000,4023.0,"[{'id': 502, 'main': 'Rain', 'description': 'heavy intensity rain', 'icon': '10d'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]","{'speed': 3.6, 'deg': 250}"
17,stations,{'all': 90},200,"{'lon': -66.38, 'lat': 50.2}",1567619854,6144312,"{'temp': 283.45, 'pressure': 1009, 'humidity': 93, 'temp_min': 283.15, 'temp_max': 283.71}",Sept-Iles,{'1h': 4.83},"{'type': 1, 'id': 1013, 'message': 0.0094, 'country': 'CA', 'sunrise': 1567590274, 'sunset': 1567638308}",-14400,4828.0,"[{'id': 502, 'main': 'Rain', 'description': 'heavy intensity rain', 'icon': '10d'}]","{'speed': 7.7, 'deg': 90, 'gust': 12.3}"
18,stations,{'all': 20},200,"{'lon': -16.41, 'lat': 28.48}",1567619947,2510725,"{'temp': 295.94, 'pressure': 1021, 'humidity': 72, 'temp_min': 293.15, 'temp_max': 298.15}",Tacoronte,,"{'type': 1, 'id': 2374, 'message': 0.0072, 'country': 'ES', 'sunrise': 1567579519, 'sunset': 1567625082}",3600,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 6.2, 'deg': 320}"
19,stations,{'all': 20},200,"{'lon': 18.42, 'lat': -33.93}",1567619382,3369157,"{'temp': 288.24, 'pressure': 1023, 'humidity': 77, 'temp_min': 287.59, 'temp_max': 288.71}",Cape Town,,"{'type': 1, 'id': 1899, 'message': 0.0066, 'country': 'ZA', 'sunrise': 1567573288, 'sunset': 1567614599}",7200,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 10.3, 'deg': 170}"
20,stations,{'all': 0},200,"{'lon': 21.69, 'lat': 65.83}",1567619948,606531,"{'temp': 285.15, 'pressure': 1006, 'humidity': 76, 'temp_min': 285.15, 'temp_max': 285.15}",Boden,,"{'type': 1, 'id': 1775, 'message': 0.0068, 'country': 'SE', 'sunrise': 1567567058, 'sunset': 1567619260}",7200,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 2.6, 'deg': 200}"
21,stations,{'all': 0},200,"{'lon': 59.97, 'lat': 41.84}",1567619948,601734,"{'temp': 291.57, 'pressure': 1011, 'humidity': 48, 'temp_min': 291.15, 'temp_max': 292.15}",Dasoguz,,"{'type': 1, 'id': 8993, 'message': 0.0062, 'country': 'TM', 'sunrise': 1567560510, 'sunset': 1567607437}",18000,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 4.42, 'deg': 39.368}"
22,stations,{'all': 0},200,"{'lon': -68.31, 'lat': -54.81}",1567619933,3833367,"{'temp': 278.15, 'pressure': 1030, 'humidity': 60, 'temp_min': 278.15, 'temp_max': 278.15}",Ushuaia,,"{'type': 1, 'id': 8303, 'message': 0.0059, 'country': 'AR', 'sunrise': 1567595283, 'sunset': 1567634224}",-10800,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 10.8, 'deg': 230}"
23,stations,{'all': 75},200,"{'lon': 10.98, 'lat': 31.86}",1567619948,2214433,"{'temp': 300.3, 'pressure': 1012.67, 'humidity': 49, 'temp_min': 300.3, 'temp_max': 300.3, 'sea_level': 1012.67, 'grnd_level': 961.39}",Nalut,,"{'message': 0.0072, 'country': 'LY', 'sunrise': 1567572795, 'sunset': 1567618662}",7200,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 9.15, 'deg': 41.526}"
24,stations,{'all': 79},200,"{'lon': 115.35, 'lat': -33.64}",1567619949,2075265,"{'temp': 276.28, 'pressure': 1017, 'humidity': 65, 'temp_min': 275.93, 'temp_max': 277.04}",Busselton,,"{'type': 3, 'id': 2011706, 'message': 0.0121, 'country': 'AU', 'sunrise': 1567636354, 'sunset': 1567677776}",28800,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 5.12, 'deg': 138.121}"
25,stations,{'all': 40},200,"{'lon': -7.85, 'lat': 51.95}",1567619949,2960869,"{'temp': 286.54, 'pressure': 1024, 'humidity': 62, 'temp_min': 285.93, 'temp_max': 287.15}",Youghal,,"{'type': 1, 'id': 1563, 'message': 0.0066, 'country': 'IE', 'sunrise': 1567576061, 'sunset': 1567624432}",3600,10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 12.3, 'deg': 320}"
26,stations,{'all': 90},200,"{'lon': -73.75, 'lat': 42.65}",1567619653,5106834,"{'temp': 296.01, 'pressure': 1011, 'humidity': 73, 'temp_min': 292.59, 'temp_max': 299.26}",Albany,{'1h': 1.01},"{'type': 1, 'id': 5782, 'message': 0.0102, 'country': 'US', 'sunrise': 1567592577, 'sunset': 1567639541}",-14400,16093.0,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}, {'id': 201, 'main': 'Thunderstorm', 'description': 'thunderstorm with rain', 'icon': '11d'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]","{'speed': 6.2, 'deg': 290}"
27,stations,{'all': 48},200,"{'lon': -53.46, 'lat': -33.69}",1567619886,3443061,"{'temp': 282.4, 'pressure': 1027.82, 'humidity': 59, 'temp_min': 282.4, 'temp_max': 282.4, 'sea_level': 1027.82, 'grnd_level': 1026.85}",Chuy,,"{'message': 0.0062, 'country': 'UY', 'sunrise': 1567590513, 'sunset': 1567631868}",-10800,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 6.67, 'deg': 205.251}"
28,stations,{'all': 90},200,"{'lon': -155.08, 'lat': 19.71}",1567619947,5855927,"{'temp': 294.92, 'pressure': 1017, 'humidity': 88, 'temp_min': 293.71, 'temp_max': 296.15}",Hilo,{'1h': 7.45},"{'type': 1, 'id': 7881, 'message': 0.008, 'country': 'US', 'sunrise': 1567613144, 'sunset': 1567658004}",-36000,4023.0,"[{'id': 502, 'main': 'Rain', 'description': 'heavy intensity rain', 'icon': '10d'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]","{'speed': 3.6, 'deg': 250}"
29,stations,{'all': 20},200,"{'lon': 159.59, 'lat': -8.15}",1567619950,2109528,"{'temp': 299, 'pressure': 1008.43, 'humidity': 84, 'temp_min': 299, 'temp_max': 299, 'sea_level': 1008.43, 'grnd_level': 999.49}",Buala,{'3h': 4.062},"{'message': 0.0056, 'country': 'SB', 'sunrise': 1567624892, 'sunset': 1567668008}",39600,,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]","{'speed': 3.47, 'deg': 118.589}"
30,stations,{'all': 1},200,"{'lon': -120.46, 'lat': 34.64}",1567619716,5367788,"{'temp': 296.06, 'pressure': 1012, 'humidity': 44, 'temp_min': 289.15, 'temp_max': 304.82}",Lompoc,,"{'type': 1, 'id': 4558, 'message': 0.0105, 'country': 'US', 'sunrise': 1567604226, 'sunset': 1567650308}",-25200,16093.0,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]","{'speed': 1.5, 'deg': 240}"
31,stations,{'all': 75},200,"{'lon': -73.48, 'lat': 45.36}",1567619950,6138908,"{'temp': 296.06, 'pressure': 1004, 'humidity': 60, 'temp_min': 294.82, 'temp_max': 297.15}",Saint-Philippe,{'1h': 0.25},"{'type': 1, 'id': 943, 'message': 0.0104, 'country': 'CA', 'sunrise': 1567592338, 'sunset': 1567639650}",-14400,48279.0,"[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09d'}]","{'speed': 10.8, 'deg': 260, 'gust': 14.9}"
32,stations,{'all': 100},200,"{'lon': 66.27, 'lat': 56.31}",1567619951,1488465,"{'temp': 281.9, 'pressure': 1016.16, 'humidity': 87, 'temp_min': 281.9, 'temp_max': 281.9, 'sea_level': 1016.16, 'grnd_level': 1008.93}",Uporovo,,"{'message': 0.0052, 'country': 'RU', 'sunrise': 1567557812, 'sunset': 1567607112}",18000,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 0.59, 'deg': 335.684}"
33,stations,{'all': 0},200,"{'lon': 47.6, 'lat': 35.87}",1567619951,140521,"{'temp': 288.7, 'pressure': 1010.31, 'humidity': 55, 'temp_min': 288.7, 'temp_max': 288.7, 'sea_level': 1010.31, 'grnd_level': 816.99}",Bijar,,"{'message': 0.0073, 'country': 'IR', 'sunrise': 1567563810, 'sunset': 1567610073}",16200,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 2.31, 'deg': 44.053}"
34,stations,{'all': 95},200,"{'lon': -134.97, 'lat': -23.12}",1567619945,4030556,"{'temp': 295.9, 'pressure': 1018.66, 'humidity': 71, 'temp_min': 295.9, 'temp_max': 295.9, 'sea_level': 1018.66, 'grnd_level': 1018.77}",Rikitea,{'3h': 0.688},"{'message': 0.0111, 'country': 'PF', 'sunrise': 1567609667, 'sunset': 1567651830}",-32400,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 3.31, 'deg': 101.698}"
35,stations,{'all': 86},200,"{'lon': 145.77, 'lat': -16.92}",1567619653,2172797,"{'temp': 284.24, 'pressure': 1016, 'humidity': 87, 'temp_min': 283.71, 'temp_max': 284.82}",Cairns,,"{'type': 1, 'id': 9490, 'message': 0.0062, 'country': 'AU', 'sunrise': 1567628475, 'sunset': 1567671057}",36000,10000.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 0.96, 'deg': 182.028}"
36,stations,{'all': 2},200,"{'lon': 39.7, 'lat': -5.38}",1567619951,152877,"{'temp': 298.6, 'pressure': 1015.14, 'humidity': 82, 'temp_min': 298.6, 'temp_max': 298.6, 'sea_level': 1015.14, 'grnd_level': 1014.54}",Mtambile,,"{'message': 0.0065, 'country': 'TZ', 'sunrise': 1567567202, 'sunset': 1567610473}",10800,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 8.69, 'deg': 139.455}"
37,stations,{'all': 57},200,"{'lon': 117.38, 'lat': 32.92}",1567619952,1816440,"{'temp': 292.5, 'pressure': 1009.79, 'humidity': 92, 'temp_min': 292.5, 'temp_max': 292.5, 'sea_level': 1009.79, 'grnd_level': 1006.89}",Bengbu,,"{'message': 0.0068, 'country': 'CN', 'sunrise': 1567633638, 'sunset': 1567679519}",28800,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 1.6, 'deg': 79.222}"
38,stations,{'all': 75},200,"{'lon': 57.61, 'lat': -19.98}",1567619952,934649,"{'temp': 295.24, 'pressure': 1021, 'humidity': 83, 'temp_min': 295.15, 'temp_max': 295.37}",Cap Malheureux,,"{'type': 1, 'id': 2061, 'message': 0.007, 'country': 'MU', 'sunrise': 1567563371, 'sunset': 1567605709}",14400,10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 5.7, 'deg': 100}"
39,stations,{'all': 15},200,"{'lon': 102.47, 'lat': 71.98}",1567619449,2022572,"{'temp': 272.1, 'pressure': 1015.28, 'humidity': 74, 'temp_min': 272.1, 'temp_max': 272.1, 'sea_level': 1015.28, 'grnd_level': 1012}",Khatanga,,"{'message': 0.0056, 'country': 'RU', 'sunrise': 1567632505, 'sunset': 1567687806}",25200,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 1.75, 'deg': 197.42}"
40,stations,{'all': 93},200,"{'lon': 155.8, 'lat': 62.53}",1567619952,2122493,"{'temp': 277.2, 'pressure': 1001.85, 'humidity': 87, 'temp_min': 277.2, 'temp_max': 277.2, 'sea_level': 1001.85, 'grnd_level': 903.15}",Omsukchan,,"{'message': 0.007, 'country': 'RU', 'sunrise': 1567621993, 'sunset': 1567672726}",39600,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 3.24, 'deg': 161.912}"
41,stations,{'all': 0},200,"{'lon': 17.74, 'lat': 53.95}",1567619953,3102488,"{'temp': 292.64, 'pressure': 1014, 'humidity': 59, 'temp_min': 292.15, 'temp_max': 293.15}",Orlik,,"{'type': 1, 'id': 1696, 'message': 0.0057, 'country': 'PL', 'sunrise': 1567569724, 'sunset': 1567618489}",7200,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 2.6, 'deg': 160}"
42,stations,{'all': 0},200,"{'lon': 26.5, 'lat': -18.35}",1567619953,889942,"{'temp': 294.2, 'pressure': 1014.42, 'humidity': 31, 'temp_min': 294.2, 'temp_max': 294.2, 'sea_level': 1014.42, 'grnd_level': 903.85}",Hwange,,"{'message': 0.0051, 'country': 'ZW', 'sunrise': 1567570778, 'sunset': 1567613231}",7200,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 2.32, 'deg': 28.247}"
43,stations,{'all': 75},200,"{'lon': -125.55, 'lat': 48.94}",1567619953,6171633,"{'temp': 290.51, 'pressure': 1019, 'humidity': 82, 'temp_min': 289.15, 'temp_max': 291.48}",Ucluelet,,"{'type': 1, 'id': 735, 'message': 0.0069, 'country': 'CA', 'sunrise': 1567604589, 'sunset': 1567652387}",-25200,24140.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 1.5, 'deg': 310}"
44,stations,{'all': 0},200,"{'lon': 18.72, 'lat': 63.29}",1567619953,2686469,"{'temp': 286.15, 'pressure': 1007, 'humidity': 58, 'temp_min': 286.15, 'temp_max': 286.15}",Ornskoldsvik,,"{'type': 1, 'id': 1768, 'message': 0.0083, 'country': 'SE', 'sunrise': 1567568264, 'sunset': 1567619479}",7200,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 1.5, 'deg': 210}"
45,stations,{'all': 40},200,"{'lon': -90.35, 'lat': -0.74}",1567619933,3652764,"{'temp': 296.98, 'pressure': 1015, 'humidity': 65, 'temp_min': 294.82, 'temp_max': 299.15}",Puerto Ayora,,"{'type': 1, 'id': 8521, 'message': 0.0091, 'country': 'EC', 'sunrise': 1567598264, 'sunset': 1567641821}",-21600,10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 9.8, 'deg': 130}"
46,stations,{'all': 75},200,"{'lon': 73.76, 'lat': 15.52}",1567619954,1274989,"{'temp': 299.15, 'pressure': 1006, 'humidity': 88, 'temp_min': 299.15, 'temp_max': 299.15}",Candolim,,"{'type': 1, 'id': 9233, 'message': 0.0068, 'country': 'IN', 'sunrise': 1567558362, 'sunset': 1567602967}",19800,4500.0,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]","{'speed': 3.1, 'deg': 280}"
47,stations,{'all': 29},200,"{'lon': 147.33, 'lat': -42.88}",1567619721,2163355,"{'temp': 279.88, 'pressure': 1012, 'humidity': 97, 'temp_min': 278.15, 'temp_max': 280.93}",Hobart,,"{'type': 1, 'id': 9545, 'message': 0.0082, 'country': 'AU', 'sunrise': 1567629104, 'sunset': 1567669680}",36000,10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 2.6, 'deg': 290}"
48,stations,{'all': 40},200,"{'lon': -159.32, 'lat': 22.08}",1567619954,5848280,"{'temp': 299.1, 'pressure': 1016, 'humidity': 74, 'temp_min': 297.15, 'temp_max': 301.15}",Kapaa,,"{'type': 1, 'id': 7873, 'message': 0.0065, 'country': 'US', 'sunrise': 1567614076, 'sunset': 1567659106}",-36000,16093.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 5.1, 'deg': 70}"
49,stations,{'all': 40},200,"{'lon': -159.32, 'lat': 22.08}",1567619954,5848280,"{'temp': 299.1, 'pressure': 1016, 'humidity': 74, 'temp_min': 297.15, 'temp_max': 301.15}",Kapaa,,"{'type': 1, 'id': 7873, 'message': 0.0065, 'country': 'US', 'sunrise': 1567614076, 'sunset': 1567659106}",-36000,16093.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 5.1, 'deg': 70}"
50,stations,{'all': 100},200,"{'lon': 130.64, 'lat': 42.43}",1567619954,2039557,"{'temp': 290.7, 'pressure': 1015.65, 'humidity': 97, 'temp_min': 290.7, 'temp_max': 290.7, 'sea_level': 1015.65, 'grnd_level': 1001.2}",Khasan,,"{'message': 0.0058, 'country': 'RU', 'sunrise': 1567629964, 'sunset': 1567676829}",36000,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 0.47, 'deg': 126.674}"
51,stations,{'all': 29},200,"{'lon': 147.06, 'lat': -42.78}",1567619945,2155415,"{'temp': 279.88, 'pressure': 1012, 'humidity': 97, 'temp_min': 278.15, 'temp_max': 280.93}",New Norfolk,,"{'type': 1, 'id': 9545, 'message': 0.0066, 'country': 'AU', 'sunrise': 1567629163, 'sunset': 1567669750}",36000,10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 2.6, 'deg': 290}"
52,stations,{'all': 83},200,"{'lon': 156.12, 'lat': 50.68}",1567619955,2121385,"{'temp': 283.1, 'pressure': 1011.56, 'humidity': 92, 'temp_min': 283.1, 'temp_max': 283.1, 'sea_level': 1011.56, 'grnd_level': 1012.03}",Severo-Kurilsk,{'3h': 0.188},"{'message': 0.008, 'country': 'RU', 'sunrise': 1567623269, 'sunset': 1567671297}",39600,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 9.46, 'deg': 303.727}"
53,stations,{'all': 55},200,"{'lon': -65.11, 'lat': -43.3}",1567619955,3839307,"{'temp': 278.1, 'pressure': 1033.68, 'humidity': 45, 'temp_min': 278.1, 'temp_max': 278.1, 'sea_level': 1033.68, 'grnd_level': 1007.21}",Rawson,,"{'message': 0.0069, 'country': 'AR', 'sunrise': 1567593754, 'sunset': 1567634218}",-10800,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 3.06, 'deg': 149.229}"
54,stations,{'all': 75},200,"{'lon': -58.16, 'lat': 6.8}",1567619955,3378644,"{'temp': 301.15, 'pressure': 1012, 'humidity': 88, 'temp_min': 301.15, 'temp_max': 301.15}",Georgetown,,"{'type': 1, 'id': 8767, 'message': 0.0081, 'country': 'GY', 'sunrise': 1567590308, 'sunset': 1567634329}",-14400,10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 5.1, 'deg': 350}"
