,base,clouds,cod,coord,dt,id,main,name,rain,sys,timezone,visibility,weather,wind
143,stations,{'all': 99},200,"{'lon': 24.73, 'lat': -34}",1567619972,986717,"{'temp': 285.9, 'pressure': 1023.47, 'humidity': 85, 'temp_min': 285.9, 'temp_max': 285.9, 'sea_level': 1023.47, 'grnd_level': 991.9}",Kruisfontein,{'3h': 0.126},"{'message': 0.0063, 'country': 'ZA', 'sunrise': 1567571778, 'sunset': 1567613080}",7200,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 1.32, 'deg': 198.737}"
144,stations,{'all': 75},200,"{'lon': 15.63, 'lat': 78.22}",1567619973,2729907,"{'temp': 274.15, 'pressure': 1000, 'humidity': 80, 'temp_min': 274.15, 'temp_max': 274.15}",Longyearbyen,,"{'type': 1, 'id': 1663, 'message': 0.0058, 'country': 'NO', 'sunrise': 1567562614, 'sunset': 1567626611}",7200,10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 2.1, 'deg': 30}"
145,stations,{'all': 23},200,"{'lon': 19.24, 'lat': -34.42}",1567619946,3366880,"{'temp': 287.35, 'pressure': 1022, 'humidity': 82, 'temp_min': 287.04, 'temp_max': 287.59}",Hermanus,,"{'type': 3, 'id': 2006131, 'message': 0.0075, 'country': 'ZA', 'sunrise': 1567573112, 'sunset': 1567614381}",7200,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 0.89, 'deg': 73, 'gust': 1.79}"
146,stations,{'all': 90},200,"{'lon': -84.3, 'lat': 37.57}",1567619973,4283974,"{'temp': 303.32, 'pressure': 1018, 'humidity': 52, 'temp_min': 301.48, 'temp_max': 305.37}",Berea,,"{'type': 1, 'id': 5668, 'message': 0.0067, 'country': 'US', 'sunrise': 1567595397, 'sunset': 1567641784}",-14400,16093.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 3.6, 'deg': 250}"
147,stations,{'all': 40},200,"{'lon': -159.32, 'lat': 22.08}",1567619954,5848280,"{'temp': 299.1, 'pressure': 1016, 'humidity': 74, 'temp_min': 297.15, 'temp_max': 301.15}",Kapaa,,"{'type': 1, 'id': 7873, 'message': 0.0065, 'country': 'US', 'sunrise': 1567614076, 'sunset': 1567659106}",-36000,16093.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 5.1, 'deg': 70}"
148,stations,{'all': 100},200,"{'lon': -52.9, 'lat': 65.42}",1567619973,3421982,"{'temp': 278, 'pressure': 1007.31, 'humidity': 87, 'temp_min': 278, 'temp_max': 278, 'sea_level': 1007.31, 'grnd_level': 999.95}",Maniitsoq,{'3h': 0.563},"{'message': 0.0063, 'country': 'GL', 'sunrise': 1567585084, 'sunset': 1567637028}",-7200,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 10.63, 'deg': 146.642}"
149,stations,{'all': 85},200,"{'lon': -60.23, 'lat': -38.31}",1567619969,3833859,"{'temp': 281.6, 'pressure': 1031.18, 'humidity': 49, 'temp_min': 281.6, 'temp_max': 281.6, 'sea_level': 1031.18, 'grnd_level': 1019.81}",Barrow,{'3h': 0.25},"{'message': 0.0065, 'country': 'AR', 'sunrise': 1567592338, 'sunset': 1567633292}",-10800,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 5.48, 'deg': 195.066}"
150,stations,{'all': 100},200,"{'lon': 168.86, 'lat': -46.19}",1567619943,6201424,"{'temp': 280.93, 'pressure': 1001, 'humidity': 96, 'temp_min': 280.93, 'temp_max': 280.93}",Mataura,,"{'type': 3, 'id': 2008959, 'message': 0.008, 'country': 'NZ', 'sunrise': 1567624122, 'sunset': 1567664330}",43200,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 1.73, 'deg': 330.346}"
151,stations,{'all': 0},200,"{'lon': 134.54, 'lat': 60.42}",1567619974,2013918,"{'temp': 279.5, 'pressure': 1006.26, 'humidity': 95, 'temp_min': 279.5, 'temp_max': 279.5, 'sea_level': 1006.26, 'grnd_level': 979.45}",Ust-Maya,,"{'message': 0.0066, 'country': 'RU', 'sunrise': 1567627419, 'sunset': 1567677502}",32400,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 1.24, 'deg': 235.644}"
152,stations,{'all': 39},200,"{'lon': 138.93, 'lat': 34.7}",1567619974,1852357,"{'temp': 296.96, 'pressure': 1016, 'humidity': 89, 'temp_min': 293.15, 'temp_max': 297.59}",Shimoda,{'3h': 0.375},"{'type': 3, 'id': 2019346, 'message': 0.0122, 'country': 'JP', 'sunrise': 1567628381, 'sunset': 1567674434}",32400,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 0.45, 'deg': 227, 'gust': 1.34}"
153,stations,{'all': 75},200,"{'lon': -42.02, 'lat': -22.97}",1567619974,3471451,"{'temp': 296.15, 'pressure': 1018, 'humidity': 88, 'temp_min': 296.15, 'temp_max': 296.15}",Arraial do Cabo,,"{'type': 1, 'id': 8326, 'message': 0.0068, 'country': 'BR', 'sunrise': 1567587368, 'sunset': 1567629523}",-10800,10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 7.7, 'deg': 210}"
154,stations,{'all': 100},200,"{'lon': 74.49, 'lat': 15.34}",1567619935,1273574,"{'temp': 297.2, 'pressure': 1007.5, 'humidity': 94, 'temp_min': 297.2, 'temp_max': 297.2, 'sea_level': 1007.5, 'grnd_level': 1000.22}",Vaini,{'3h': 4.312},"{'message': 0.0066, 'country': 'IN', 'sunrise': 1567558193, 'sunset': 1567602786}",19800,,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]","{'speed': 1.98, 'deg': 287.941}"
155,stations,{'all': 20},200,"{'lon': -8.45, 'lat': 37.14}",1567619939,2267254,"{'temp': 300.2, 'pressure': 1016, 'humidity': 74, 'temp_min': 299.15, 'temp_max': 301.48}",Lagoa,,"{'type': 1, 'id': 6892, 'message': 0.0064, 'country': 'PT', 'sunrise': 1567577205, 'sunset': 1567623576}",3600,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 3.6, 'deg': 250}"
156,stations,{'all': 100},200,"{'lon': 140.51, 'lat': 42.97}",1567619975,2129868,"{'temp': 286.3, 'pressure': 1018.86, 'humidity': 78, 'temp_min': 286.3, 'temp_max': 286.3, 'sea_level': 1018.86, 'grnd_level': 991.09}",Iwanai,,"{'message': 0.0065, 'country': 'JP', 'sunrise': 1567627561, 'sunset': 1567674496}",32400,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 2.8, 'deg': 121.181}"
157,stations,{'all': 90},200,"{'lon': -73.75, 'lat': 42.65}",1567619653,5106834,"{'temp': 296.01, 'pressure': 1011, 'humidity': 73, 'temp_min': 292.59, 'temp_max': 299.26}",Albany,{'1h': 1.01},"{'type': 1, 'id': 5782, 'message': 0.0102, 'country': 'US', 'sunrise': 1567592577, 'sunset': 1567639541}",-14400,16093.0,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}, {'id': 201, 'main': 'Thunderstorm', 'description': 'thunderstorm with rain', 'icon': '11d'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]","{'speed': 6.2, 'deg': 290}"
158,stations,{'all': 79},200,"{'lon': 115.35, 'lat': -33.64}",1567619949,2075265,"{'temp': 276.28, 'pressure': 1017, 'humidity': 65, 'temp_min': 275.93, 'temp_max': 277.04}",Busselton,,"{'type': 3, 'id': 2011706, 'message': 0.0121, 'country': 'AU', 'sunrise': 1567636354, 'sunset': 1567677776}",28800,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 5.12, 'deg': 138.121}"
159,stations,{'all': 100},200,"{'lon': 74.49, 'lat': 15.34}",1567619935,1273574,"{'temp': 297.2, 'pressure': 1007.5, 'humidity': 94, 'temp_min': 297.2, 'temp_max': 297.2, 'sea_level': 1007.5, 'grnd_level': 1000.22}",Vaini,{'3h': 4.312},"{'message': 0.0066, 'country': 'IN', 'sunrise': 1567558193, 'sunset': 1567602786}",19800,,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]","{'speed': 1.98, 'deg': 287.941}"
160,stations,{'all': 75},200,"{'lon': 27.91, 'lat': -33.02}",1567619957,1006984,"{'temp': 288.15, 'pressure': 1024, 'humidity': 93, 'temp_min': 288.15, 'temp_max': 288.15}",East London,,"{'type': 1, 'id': 1912, 'message': 0.0066, 'country': 'ZA', 'sunrise': 1567570975, 'sunset': 1567612358}",7200,10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 2.6, 'deg': 200}"
161,stations,{'all': 95},200,"{'lon': -134.97, 'lat': -23.12}",1567619945,4030556,"{'temp': 295.9, 'pressure': 1018.66, 'humidity': 71, 'temp_min': 295.9, 'temp_max': 295.9, 'sea_level': 1018.66, 'grnd_level': 1018.77}",Rikitea,{'3h': 0.688},"{'message': 0.0111, 'country': 'PF', 'sunrise': 1567609667, 'sunset': 1567651830}",-32400,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 3.31, 'deg': 101.698}"
162,stations,{'all': 0},200,"{'lon': 60.13, 'lat': 66.04}",1567619976,1505579,"{'temp': 283.3, 'pressure': 1016.24, 'humidity': 81, 'temp_min': 283.3, 'temp_max': 283.3, 'sea_level': 1016.24, 'grnd_level': 1008.32}",Inta,,"{'message': 0.0072, 'country': 'RU', 'sunrise': 1567557766, 'sunset': 1567610105}",10800,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 3.2, 'deg': 200.204}"
163,stations,{'all': 0},200,"{'lon': -68.31, 'lat': -54.81}",1567619933,3833367,"{'temp': 278.15, 'pressure': 1030, 'humidity': 60, 'temp_min': 278.15, 'temp_max': 278.15}",Ushuaia,,"{'type': 1, 'id': 8303, 'message': 0.0059, 'country': 'AR', 'sunrise': 1567595283, 'sunset': 1567634224}",-10800,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 10.8, 'deg': 230}"
164,stations,{'all': 5},200,"{'lon': -56.15, 'lat': 72.79}",1567619976,3418910,"{'temp': 279.3, 'pressure': 1006.51, 'humidity': 80, 'temp_min': 279.3, 'temp_max': 279.3, 'sea_level': 1006.51, 'grnd_level': 1006.62}",Upernavik,,"{'message': 0.0079, 'country': 'GL', 'sunrise': 1567583679, 'sunset': 1567639993}",-7200,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 5.54, 'deg': 180.352}"
165,stations,{'all': 84},200,"{'lon': 114.09, 'lat': 71.97}",1567619961,2017155,"{'temp': 273, 'pressure': 1011.79, 'humidity': 84, 'temp_min': 273, 'temp_max': 273, 'sea_level': 1011.79, 'grnd_level': 1002.08}",Saskylakh,,"{'message': 0.0061, 'country': 'RU', 'sunrise': 1567629711, 'sunset': 1567685024}",32400,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 4.89, 'deg': 343.817}"
166,stations,{'all': 0},200,"{'lon': -46, 'lat': -20.63}",1567619976,3453439,"{'temp': 306.2, 'pressure': 1014.21, 'humidity': 21, 'temp_min': 306.2, 'temp_max': 306.2, 'sea_level': 1014.21, 'grnd_level': 908.35}",Ponta do Sol,,"{'message': 0.0055, 'country': 'BR', 'sunrise': 1567588244, 'sunset': 1567630557}",-10800,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 2.54, 'deg': 214.141}"
167,stations,{'all': 75},200,"{'lon': 15.63, 'lat': 78.22}",1567619973,2729907,"{'temp': 274.15, 'pressure': 1000, 'humidity': 80, 'temp_min': 274.15, 'temp_max': 274.15}",Longyearbyen,,"{'type': 1, 'id': 1663, 'message': 0.0058, 'country': 'NO', 'sunrise': 1567562614, 'sunset': 1567626611}",7200,10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 2.1, 'deg': 30}"
168,stations,{'all': 0},200,"{'lon': -24.5, 'lat': 14.9}",1567619867,3374210,"{'temp': 300.4, 'pressure': 1013.24, 'humidity': 83, 'temp_min': 300.4, 'temp_max': 300.4, 'sea_level': 1013.24, 'grnd_level': 1013.25}",Sao Filipe,,"{'message': 0.0061, 'country': 'CV', 'sunrise': 1567581967, 'sunset': 1567626516}",-3600,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 5.43, 'deg': 10.669}"
169,stations,{'all': 0},200,"{'lon': 47.07, 'lat': 38.48}",1567619977,144616,"{'temp': 289, 'pressure': 1011.88, 'humidity': 54, 'temp_min': 289, 'temp_max': 289, 'sea_level': 1011.88, 'grnd_level': 834.59}",Ahar,,"{'message': 0.0057, 'country': 'IR', 'sunrise': 1567563801, 'sunset': 1567610337}",16200,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 2.19, 'deg': 55.526}"
170,stations,{'all': 12},200,"{'lon': 135.99, 'lat': 33.72}",1567619977,1847947,"{'temp': 292.4, 'pressure': 1015.63, 'humidity': 95, 'temp_min': 292.4, 'temp_max': 292.4, 'sea_level': 1015.63, 'grnd_level': 943.5}",Shingu,,"{'message': 0.0072, 'country': 'JP', 'sunrise': 1567629133, 'sunset': 1567675093}",32400,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 2.36, 'deg': 88.298}"
171,stations,{'all': 95},200,"{'lon': 26.89, 'lat': -33.59}",1567619959,964432,"{'temp': 287.59, 'pressure': 1023, 'humidity': 93, 'temp_min': 287.59, 'temp_max': 287.59}",Port Alfred,{},"{'type': 3, 'id': 2011314, 'message': 0.0059, 'country': 'ZA', 'sunrise': 1567571243, 'sunset': 1567612579}",7200,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 0.45, 'deg': 207, 'gust': 1.79}"
172,stations,{'all': 75},200,"{'lon': 27.91, 'lat': -33.02}",1567619957,1006984,"{'temp': 288.15, 'pressure': 1024, 'humidity': 93, 'temp_min': 288.15, 'temp_max': 288.15}",East London,,"{'type': 1, 'id': 1912, 'message': 0.0066, 'country': 'ZA', 'sunrise': 1567570975, 'sunset': 1567612358}",7200,10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 2.6, 'deg': 200}"
173,stations,{'all': 90},200,"{'lon': -155.08, 'lat': 19.71}",1567619947,5855927,"{'temp': 294.92, 'pressure': 1017, 'humidity': 88, 'temp_min': 293.71, 'temp_max': 296.15}",Hilo,{'1h': 7.45},"{'type': 1, 'id': 7881, 'message': 0.008, 'country': 'US', 'sunrise': 1567613144, 'sunset': 1567658004}",-36000,4023.0,"[{'id': 502, 'main': 'Rain', 'description': 'heavy intensity rain', 'icon': '10d'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]","{'speed': 3.6, 'deg': 250}"
174,stations,{'all': 82},200,"{'lon': 101.05, 'lat': 55.53}",1567619978,2017842,"{'temp': 282.7, 'pressure': 1012.38, 'humidity': 85, 'temp_min': 282.7, 'temp_max': 282.7, 'sea_level': 1012.38, 'grnd_level': 959.44}",Pokosnoye,,"{'message': 0.0082, 'country': 'RU', 'sunrise': 1567636054, 'sunset': 1567684939}",28800,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 2.08, 'deg': 6.81}"
175,stations,{'all': 20},200,"{'lon': 30.79, 'lat': 59.7}",1567619978,546105,"{'temp': 289.81, 'pressure': 1013, 'humidity': 72, 'temp_min': 289.15, 'temp_max': 290.37}",Nikolskoye,,"{'type': 1, 'id': 8926, 'message': 0.007, 'country': 'RU', 'sunrise': 1567565918, 'sunset': 1567616032}",10800,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 3, 'deg': 170}"
176,stations,{'all': 0},200,"{'lon': -99.65, 'lat': 37.17}",1567619978,4267710,"{'temp': 303.99, 'pressure': 969, 'humidity': 47, 'temp_min': 303.71, 'temp_max': 304.26}",Sitka,,"{'type': 3, 'id': 2021131, 'message': 0.0056, 'country': 'US', 'sunrise': 1567599104, 'sunset': 1567645444}",-18000,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 4.47, 'deg': 160, 'gust': 8.49}"
177,stations,{'all': 0},200,"{'lon': -67.52, 'lat': -46.43}",1567619969,3863379,"{'temp': 276.7, 'pressure': 1033.3, 'humidity': 39, 'temp_min': 276.7, 'temp_max': 276.7, 'sea_level': 1033.3, 'grnd_level': 997.49}",Mar del Plata,,"{'message': 0.0052, 'country': 'AR', 'sunrise': 1567594507, 'sunset': 1567634621}",-10800,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 2.07, 'deg': 327.138}"
178,stations,{'all': 100},200,"{'lon': 128.87, 'lat': 71.64}",1567619979,2015306,"{'temp': 278.8, 'pressure': 1004.06, 'humidity': 91, 'temp_min': 278.8, 'temp_max': 278.8, 'sea_level': 1004.06, 'grnd_level': 992.69}",Tiksi,,"{'message': 0.0078, 'country': 'RU', 'sunrise': 1567626276, 'sunset': 1567681367}",32400,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 3.35, 'deg': 293.778}"
179,stations,{'all': 29},200,"{'lon': 147.06, 'lat': -42.78}",1567619945,2155415,"{'temp': 279.88, 'pressure': 1012, 'humidity': 97, 'temp_min': 278.15, 'temp_max': 280.93}",New Norfolk,,"{'type': 1, 'id': 9545, 'message': 0.0066, 'country': 'AU', 'sunrise': 1567629163, 'sunset': 1567669750}",36000,10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 2.6, 'deg': 290}"
180,stations,{'all': 75},200,"{'lon': 158.65, 'lat': 53.05}",1567619979,2122104,"{'temp': 283.15, 'pressure': 1007, 'humidity': 100, 'temp_min': 283.15, 'temp_max': 283.15}",Petropavlovsk-Kamchatskiy,,"{'type': 1, 'id': 8887, 'message': 0.006, 'country': 'RU', 'sunrise': 1567622455, 'sunset': 1567670897}",43200,7000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 3, 'deg': 350}"
181,stations,{'all': 40},200,"{'lon': 135.39, 'lat': 33.73}",1567619979,1850708,"{'temp': 299.6, 'pressure': 1015.35, 'humidity': 75, 'temp_min': 299.6, 'temp_max': 299.6, 'sea_level': 1015.35, 'grnd_level': 1014.62}",Tanabe,,"{'message': 0.0071, 'country': 'JP', 'sunrise': 1567629277, 'sunset': 1567675237}",32400,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 3.81, 'deg': 118.747}"
182,stations,{'all': 94},200,"{'lon': -170.99, 'lat': 65.58}",1567619965,4031637,"{'temp': 279.6, 'pressure': 1001.13, 'humidity': 97, 'temp_min': 279.6, 'temp_max': 279.6, 'sea_level': 1001.13, 'grnd_level': 962.94}",Lavrentiya,{'3h': 0.875},"{'message': 0.0079, 'country': 'RU', 'sunrise': 1567700043, 'sunset': 1567751499}",43200,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 4.39, 'deg': 51.898}"
183,stations,{'all': 23},200,"{'lon': 19.24, 'lat': -34.42}",1567619946,3366880,"{'temp': 287.35, 'pressure': 1022, 'humidity': 82, 'temp_min': 287.04, 'temp_max': 287.59}",Hermanus,,"{'type': 3, 'id': 2006131, 'message': 0.0075, 'country': 'ZA', 'sunrise': 1567573112, 'sunset': 1567614381}",7200,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 0.89, 'deg': 73, 'gust': 1.79}"
184,stations,{'all': 75},200,"{'lon': -42.02, 'lat': -22.97}",1567619974,3471451,"{'temp': 296.15, 'pressure': 1018, 'humidity': 88, 'temp_min': 296.15, 'temp_max': 296.15}",Arraial do Cabo,,"{'type': 1, 'id': 8326, 'message': 0.0068, 'country': 'BR', 'sunrise': 1567587368, 'sunset': 1567629523}",-10800,10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 7.7, 'deg': 210}"
185,stations,{'all': 75},200,"{'lon': -73.48, 'lat': 45.36}",1567619950,6138908,"{'temp': 296.06, 'pressure': 1004, 'humidity': 60, 'temp_min': 294.82, 'temp_max': 297.15}",Saint-Philippe,{'1h': 0.25},"{'type': 1, 'id': 943, 'message': 0.0104, 'country': 'CA', 'sunrise': 1567592338, 'sunset': 1567639650}",-14400,48279.0,"[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09d'}]","{'speed': 10.8, 'deg': 260, 'gust': 14.9}"
186,stations,{'all': 0},200,"{'lon': -73.76, 'lat': -42.48}",1567619980,3896218,"{'temp': 281.5, 'pressure': 1018.64, 'humidity': 46, 'temp_min': 281.5, 'temp_max': 281.5, 'sea_level': 1018.64, 'grnd_level': 969.2}",Castro,,"{'message': 0.0083, 'country': 'CL', 'sunrise': 1567595785, 'sunset': 1567636338}",-14400,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 2.22, 'deg': 92.584}"
187,stations,{'all': 75},200,"{'lon': -115.79, 'lat': 60.82}",1567619980,5972762,"{'temp': 285.15, 'pressure': 1009, 'humidity': 76, 'temp_min': 285.15, 'temp_max': 285.15}",Hay River,,"{'type': 1, 'id': 819, 'message': 0.0079, 'country': 'CA', 'sunrise': 1567600998, 'sunset': 1567651295}",-21600,24140.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 4.6, 'deg': 110}"
188,stations,{'all': 20},200,"{'lon': -28.7, 'lat': 38.52}",1567619716,3372707,"{'temp': 297.15, 'pressure': 1028, 'humidity': 64, 'temp_min': 297.15, 'temp_max': 297.15}",Ribeira Grande,,"{'type': 1, 'id': 6883, 'message': 0.007, 'country': 'PT', 'sunrise': 1567581995, 'sunset': 1567628504}",0,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 8.2, 'deg': 70}"
189,stations,{'all': 34},200,"{'lon': -69.36, 'lat': 77.48}",1567619981,3831208,"{'temp': 274.4, 'pressure': 1006.75, 'humidity': 45, 'temp_min': 274.4, 'temp_max': 274.4, 'sea_level': 1006.75, 'grnd_level': 967.97}",Qaanaaq,,"{'message': 0.0091, 'country': 'GL', 'sunrise': 1567583898, 'sunset': 1567646113}",-10800,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 2, 'deg': 62.228}"
190,stations,{'all': 75},200,"{'lon': -114.38, 'lat': 62.45}",1567619981,6185377,"{'temp': 283.93, 'pressure': 1013, 'humidity': 66, 'temp_min': 283.71, 'temp_max': 284.15}",Yellowknife,,"{'type': 1, 'id': 1007, 'message': 0.0066, 'country': 'CA', 'sunrise': 1567600409, 'sunset': 1567651207}",-21600,24140.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 5.1, 'deg': 120}"
191,stations,{'all': 75},200,"{'lon': -52.73, 'lat': 47.66}",1567619819,6167817,"{'temp': 293.34, 'pressure': 1021, 'humidity': 77, 'temp_min': 289.26, 'temp_max': 294.82}",Torbay,,"{'type': 1, 'id': 998, 'message': 0.0068, 'country': 'CA', 'sunrise': 1567587192, 'sunset': 1567634839}",-9000,24140.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 4.1, 'deg': 150}"
192,stations,{'all': 79},200,"{'lon': -159.78, 'lat': -21.21}",1567619954,4035715,"{'temp': 295.15, 'pressure': 1017, 'humidity': 68, 'temp_min': 295.15, 'temp_max': 295.15}",Avarua,{'3h': 0.125},"{'type': 1, 'id': 7271, 'message': 0.0068, 'country': 'CK', 'sunrise': 1567615553, 'sunset': 1567657850}",-36000,10000.0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 6.2, 'deg': 90}"
193,stations,{'all': 40},200,"{'lon': 12.69, 'lat': 67.67}",1567619981,3137469,"{'temp': 283.15, 'pressure': 1003, 'humidity': 87, 'temp_min': 283.15, 'temp_max': 283.15}",Sorland,,"{'type': 1, 'id': 1661, 'message': 0.0067, 'country': 'NO', 'sunrise': 1567568796, 'sunset': 1567621841}",7200,10000.0,"[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09d'}]","{'speed': 6.7, 'deg': 210}"
194,stations,{'all': 75},200,"{'lon': -133.71, 'lat': 68.36}",1567619982,5983607,"{'temp': 282.61, 'pressure': 1011, 'humidity': 87, 'temp_min': 282.15, 'temp_max': 283.15}",Inuvik,,"{'type': 1, 'id': 796, 'message': 0.008, 'country': 'CA', 'sunrise': 1567603843, 'sunset': 1567657049}",-21600,24140.0,"[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09d'}]","{'speed': 4.6, 'deg': 150}"
195,stations,{'all': 85},200,"{'lon': -60.23, 'lat': -38.31}",1567619969,3833859,"{'temp': 281.6, 'pressure': 1031.18, 'humidity': 49, 'temp_min': 281.6, 'temp_max': 281.6, 'sea_level': 1031.18, 'grnd_level': 1019.81}",Barrow,{'3h': 0.25},"{'message': 0.0065, 'country': 'AR', 'sunrise': 1567592338, 'sunset': 1567633292}",-10800,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 5.48, 'deg': 195.066}"
196,stations,{'all': 75},200,"{'lon': 115.24, 'lat': 5.28}",1567619982,1733782,"{'temp': 299.47, 'pressure': 1010, 'humidity': 88, 'temp_min': 298.71, 'temp_max': 300.15}",Victoria,,"{'type': 1, 'id': 9372, 'message': 0.0075, 'country': 'BN', 'sunrise': 1567635133, 'sunset': 1567679050}",28800,10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 2.07, 'deg': 25.721}"
197,stations,{'all': 20},200,"{'lon': 18.42, 'lat': -33.93}",1567619382,3369157,"{'temp': 288.24, 'pressure': 1023, 'humidity': 77, 'temp_min': 287.59, 'temp_max': 288.71}",Cape Town,,"{'type': 1, 'id': 1899, 'message': 0.0066, 'country': 'ZA', 'sunrise': 1567573288, 'sunset': 1567614599}",7200,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 10.3, 'deg': 170}"
198,stations,{'all': 0},200,"{'lon': -68.31, 'lat': -54.81}",1567619933,3833367,"{'temp': 278.15, 'pressure': 1030, 'humidity': 60, 'temp_min': 278.15, 'temp_max': 278.15}",Ushuaia,,"{'type': 1, 'id': 8303, 'message': 0.0059, 'country': 'AR', 'sunrise': 1567595283, 'sunset': 1567634224}",-10800,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 10.8, 'deg': 230}"
